row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,56.106.551,44.660.130,56106551.0,44660130.0
- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,956.901,1.492.052,956901.0,1492052.0
- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,1.114.721,1.700.159,1114721.0,1700159.0
- Cam kết giao dịch hoán đối,- Cam kết giao dịch hoán đối,- Cam kết giao dịch hoán đối,54.034.929,41.467.919,54034929.0,41467919.0
Cam kết trong nghiệp vụ thư tin dụng,Cam kết trong nghiệp vụ thư tin dụng,Cam kết trong nghiệp vụ thư tin dụng,9.201.958,5.742.036,9201958.0,5742036.0
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,26.748,23.250,26748.0,23250.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,9.992.466,7.674.512,9992466.0,7674512.0
Cam kết khác,Cam kết khác,Cam kết khác,1.257,1.906,1257.0,1906.0
,,,75.328.980,58.101.834,75328980.0,58101834.0
Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,(434.371),(337.444),-434371.0,-337444.0
Nghĩa vụ nợ tiêm ăn và các cam kết đưa ra,Nghĩa vụ nợ tiêm ăn và các cam kết đưa ra,Nghĩa vụ nợ tiêm ăn và các cam kết đưa ra,74.894.609,57.764.390,74894609.0,57764390.0
