row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay Triệu đồng,Năm trước Triệu đồng,numeric__Thuyết minh,numeric__Năm nay Triệu đồng,numeric__Năm trước Triệu đồng
LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,35.424.202,33.803.408,,35424202.0,33803408.0
Chi phí lãi và các chi phí tương tự đã trả,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(21.669.581),(20.312.927),,-21669581.0,-20312927.0
Thu nhập từ hoạt động dịch vụ nhận được,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,3.734.110,2.990.123,,3734110.0,2990123.0
"Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ","LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ","Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ",,748.012,627.880,,748012.0,627880.0
Thu nhập khác,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập khác,Thu nhập khác,,1.036.496,839.452,,1036496.0,839452.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",28,119.533,220.457,28.0,119533.0,220457.0
"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,(7.790.019),(8.601.796),,-7790019.0,-8601796.0
Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,21,(648.229),(575.274),21.0,-648229.0,-575274.0
Lưu chuyển tiền thuần tử hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần tử hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Lưu chuyển tiền thuần tử hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,,10.954.524,8.991.323,,10954524.0,8991323.0
Những thay đổi về tài sản hoạt động,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,(43.493.836),(37.758.904),,-43493836.0,-37758904.0
Tăng các khoản tiền gửi tại và cho vay các TCTD khác,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản tiền gửi tại và cho vay các TCTD khác,Tăng các khoản tiền gửi tại và cho vay các TCTD khác,,(837.239),(230.971),,-837239.0,-230971.0
Giảm/(tăng) các khoản về kinh doanh chứng khoán,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm/(tăng) các khoản về kinh doanh chứng khoán,Giảm/(tăng) các khoản về kinh doanh chứng khoán,,670.062,(2.528.710),,670062.0,-2528710.0
Giảm/(tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm/(tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,Giảm/(tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,,4.788,(3.155),,4788.0,-3155.0
Tăng các khoản cho vay khách hàng,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,(43.161.772),(38.426.977),,-43161772.0,-38426977.0
"Giảm nguồn dự phòng để bù đắp tồn thất các khoản tín dụng, chứng khoán, phải thu khác","LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm nguồn dự phòng để bù đắp tồn thất các khoản tín dụng, chứng khoán, phải thu khác","Giảm nguồn dự phòng để bù đắp tồn thất các khoản tín dụng, chứng khoán, phải thu khác",,(415.761),(167.185),,-415761.0,-167185.0
Giảm khác về tài sản hoạt động,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm khác về tài sản hoạt động,Giảm khác về tài sản hoạt động,,246.086,3.598.094,,246086.0,3598094.0
Những thay đổi về nợ phải trả hoạt động,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,,34.257.252,41.979.943,,34257252.0,41979943.0
Giảm các khoản nợ NHNN Việt Nam,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm các khoản nợ NHNN Việt Nam,Giảm các khoản nợ NHNN Việt Nam,,(98.011),(5.051.547),,-98011.0,-5051547.0
"Tăng/(giảm) các khoản tiền gửi, tiền vay các TCTD","LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng/(giảm) các khoản tiền gửi, tiền vay các TCTD","Tăng/(giảm) các khoản tiền gửi, tiền vay các TCTD",,4.899.108,(4.795.384),,4899108.0,-4795384.0
Tăng tiền gửi của khách hàng,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng tiền gửi của khách hàng,Tăng tiền gửi của khách hàng,,25.549.398,50.435.291,,25549398.0,50435291.0
"Giảm vốn tài trợ, uỷ thác đầu tư, cho vay TCTD chịu rủi ro","LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm vốn tài trợ, uỷ thác đầu tư, cho vay TCTD chịu rủi ro","Giảm vốn tài trợ, uỷ thác đầu tư, cho vay TCTD chịu rủi ro",,-,(708),,,-708.0
Tăng phát hành giấy tờ có giá,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng phát hành giấy tờ có giá,Tăng phát hành giấy tờ có giá,,1.654.092,1.424.139,,1654092.0,1424139.0
Tăng/(giảm) khác về nợ phải trả hoạt động,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng/(giảm) khác về nợ phải trả hoạt động,Tăng/(giảm) khác về nợ phải trả hoạt động,,2.260.583,(21.990),,2260583.0,-21990.0
Chi từ các quỹ của Ngân hàng,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chi từ các quỹ của Ngân hàng,Chi từ các quỹ của Ngân hàng,20.2,(7.918),(9.858),202.0,-7918.0,-9858.0
Tiền thuần tử hoạt động kinh doanh,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuần tử hoạt động kinh doanh,Tiền thuần tử hoạt động kinh doanh,,1.717.940,13.212.362,,1717940.0,13212362.0
