row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Các giao dịch,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Các công ty con,Các công ty con,Các công ty con,Tiền gửiCho vayNhận tiền gửiPhải thu khácPhải trả khác,338.1272.280.000(2.780.137)74.314(68.756),714.6731.523.000(2.392.168)153.986(47.322),,,
Các thành viên củaBan lãnh đạo Ngân hàng,Các thành viên củaBan lãnh đạo Ngân hàng,Các thành viên củaBan lãnh đạo Ngân hàng,Cho vayNhận tiền gửiChứng chỉ tiền gửiPhải trả khác,2.553(146.992)(450)(2.350),2.407(112.182)(150)(1.910),,,
Các bên liên quanderén các thành viên của Ban lãnh đạo Ngân hàng,Các bên liên quanderén các thành viên của Ban lãnh đạo Ngân hàng,Các bên liên quanderén các thành viên của Ban lãnh đạo Ngân hàng,Cho vayNhận tiền gửiChứng chỉ tiền gửiPhải thu khácPhải trả khác,38.622(224.405)(11.070)247(3.118),23.750(158.837)(11.030)92(2.293),,,
