row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,78.825.757,66.585.759,78825757.0,66585759.0
Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,74.811.814,63.090.569,74811814.0,63090569.0
Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,3.716.690,3.183.099,3716690.0,3183099.0
Tiền gửi tiết kiểm không kỳ hạn bằng VND,Tiền gửi tiết kiểm không kỳ hạn bằng VND,Tiền gửi tiết kiểm không kỳ hạn bằng VND,92.738,73.351,92738.0,73351.0
Tiền gửi tiết kiểm không kỳ hạn bằng ngoại tệ,Tiền gửi tiết kiểm không kỳ hạn bằng ngoại tệ,Tiền gửi tiết kiểm không kỳ hạn bằng ngoại tệ,204.515,238.740,204515.0,238740.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,341.427.962,328.623.224,341427962.0,328623224.0
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,52.674.732,33.443.274,52674732.0,33443274.0
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,389.304,527.023,389304.0,527023.0
Tiền gửi tiết kiểm có kỳ hạn bằng VND,Tiền gửi tiết kiểm có kỳ hạn bằng VND,Tiền gửi tiết kiểm có kỳ hạn bằng VND,284.269.953,289.164.420,284269953.0,289164420.0
Tiền gửi tiết kiểm có kỳ hạn bằng ngoại tệ,Tiền gửi tiết kiểm có kỳ hạn bằng ngoại tệ,Tiền gửi tiết kiểm có kỳ hạn bằng ngoại tệ,4.093.973,5.488.507,4093973.0,5488507.0
Tiền ký quỹ,Tiền ký quỹ,Tiền ký quỹ,434.371,337.444,434371.0,337444.0
Tiền gửi ký quỹ bằng VND,Tiền gửi ký quỹ bằng VND,Tiền gửi ký quỹ bằng VND,320.945,305.840,320945.0,305840.0
Tiền gửi ký quỹ bằng ngoại tệ,Tiền gửi ký quỹ bằng ngoại tệ,Tiền gửi ký quỹ bằng ngoại tệ,113.426,31.604,113426.0,31604.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,579.713,444.505,579713.0,444505.0
Tiền gửi vốn chuyên dùng bằng VND,Tiền gửi vốn chuyên dùng bằng VND,Tiền gửi vốn chuyên dùng bằng VND,214.607,79.155,214607.0,79155.0
Tiền gửi vốn chuyên dùng bằng ngoại tệ,Tiền gửi vốn chuyên dùng bằng ngoại tệ,Tiền gửi vốn chuyên dùng bằng ngoại tệ,365.106,365.350,365106.0,365350.0
Tiền gửi đảm bảo thanh toán khác,Tiền gửi đảm bảo thanh toán khác,Tiền gửi đảm bảo thanh toán khác,549.311,276.784,549311.0,276784.0
Tiền gửi đảm bảo thanh toán khác bằng VND,Tiền gửi đảm bảo thanh toán khác bằng VND,Tiền gửi đảm bảo thanh toán khác bằng VND,549.310,276.783,549310.0,276783.0
Tiền gửi đảm bảo thanh toán khác bằng ngoại tệ,Tiền gửi đảm bảo thanh toán khác bằng ngoại tệ,Tiền gửi đảm bảo thanh toán khác bằng ngoại tệ,1,1,1.0,1.0
,,,421.817.114,396.267.716,421817114.0,396267716.0
