row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Công ty Cổ phần Bắt động sản Galaxy Land,Công ty Cổ phần Bắt động sản Galaxy Land,Công ty Cổ phần Bắt động sản Galaxy Land,168.531.870.156,-,168531870156.0,
Công ty Cổ phần VMF,Công ty Cổ phần VMF,Công ty Cổ phần VMF,86.239.992.938,-,86239992938.0,
Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ,Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ,Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ,83.126.606.578,1.979.145.660,83126606578.0,1979145660.0
Công ty TNHH Gamuda Land Vietnam,Công ty TNHH Gamuda Land Vietnam,Công ty TNHH Gamuda Land Vietnam,61.661.483.507,10.758.497.115,61661483507.0,10758497115.0
Công ty Cổ phần Khai Sơn,Công ty Cổ phần Khai Sơn,Công ty Cổ phần Khai Sơn,36.130.085.422,-,36130085422.0,
Công ty Cổ phần Tập đoàn Phúc Sơn,Công ty Cổ phần Tập đoàn Phúc Sơn,Công ty Cổ phần Tập đoàn Phúc Sơn,26.268.475.059,65.926.024.921,26268475059.0,65926024921.0
Công ty Cổ phần Thiên Phúc Điền,Công ty Cổ phần Thiên Phúc Điền,Công ty Cổ phần Thiên Phúc Điền,21.395.671.082,-,21395671082.0,
Công ty Cổ phần Bắt động sản Belleville Hà Nội,Công ty Cổ phần Bắt động sản Belleville Hà Nội,Công ty Cổ phần Bắt động sản Belleville Hà Nội,15.798.263.316,41.467.524.975,15798263316.0,41467524975.0
Công ty Cổ phần Xuất nhập khẩu Tổng hợp Hà Nội - Geleximco,Công ty Cổ phần Xuất nhập khẩu Tổng hợp Hà Nội - Geleximco,Công ty Cổ phần Xuất nhập khẩu Tổng hợp Hà Nội - Geleximco,15.263.676.038,9.743.100.273,15263676038.0,9743100273.0
Công ty TNHH FLC Quảng Bình Beach & Golf Resort,Công ty TNHH FLC Quảng Bình Beach & Golf Resort,Công ty TNHH FLC Quảng Bình Beach & Golf Resort,11.169.886.586,-,11169886586.0,
Công ty Cổ phần Phát triển Đầu tư Hà Nội Sunrise,Công ty Cổ phần Phát triển Đầu tư Hà Nội Sunrise,Công ty Cổ phần Phát triển Đầu tư Hà Nội Sunrise,7.399.732.261,45.030.953.169,7399732261.0,45030953169.0
Công ty Cổ phần Tập đoàn FLC,Công ty Cổ phần Tập đoàn FLC,Công ty Cổ phần Tập đoàn FLC,6.486.882.187,6.840.071.147,6486882187.0,6840071147.0
Công ty TNHH Đầu tư và Phát triển FLC Hạ Long,Công ty TNHH Đầu tư và Phát triển FLC Hạ Long,Công ty TNHH Đầu tư và Phát triển FLC Hạ Long,2.629.592.433,15.911.519.194,2629592433.0,15911519194.0
Công ty Cổ phần FLC Quy Nhơn Golf & Resort,Công ty Cổ phần FLC Quy Nhơn Golf & Resort,Công ty Cổ phần FLC Quy Nhơn Golf & Resort,11.691.644,5.509.502.352,11691644.0,5509502352.0
Công ty Cổ phần Đầu tư Bắt động sản Mỹ Đình,Công ty Cổ phần Đầu tư Bắt động sản Mỹ Đình,Công ty Cổ phần Đầu tư Bắt động sản Mỹ Đình,-,19.559.839.890,,19559839890.0
Công ty Cổ phần Đầu tư Kinh doanh Bắt động sản Thuận Phát,Công ty Cổ phần Đầu tư Kinh doanh Bắt động sản Thuận Phát,Công ty Cổ phần Đầu tư Kinh doanh Bắt động sản Thuận Phát,-,71.112.837.443,,71112837443.0
Các khoản phải thu khách hàng khác,Các khoản phải thu khách hàng khác,Các khoản phải thu khách hàng khác,140.607.932.218,73.484.145.089,140607932218.0,73484145089.0
,,,682.721.841.425,367.323.161.228,682721841425.0,367323161228.0
Phải thu khách hàng là các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 28),Phải thu khách hàng là các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 28),Phải thu khách hàng là các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 28),84.213.628.711,5.007.619.540,84213628711.0,5007619540.0
