row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,VND,VND,VND,VND,,,,
,,,Giá trị,Số có khả năngtrà nợ,Giá trị,Số có khả năngtrà nợ,,,,
Công ty Cổ phần Nhà rẻ 24H,Công ty Cổ phần Nhà rẻ 24H,Công ty Cổ phần Nhà rẻ 24H,3.241.149.985,3.241.149.985,3.287.676.982,3.287.676.982,3241149985.0,3241149985.0,3287676982.0,3287676982.0
Công ty TNHH Thương mại và Đầu tư Ngọc Land,Công ty TNHH Thương mại và Đầu tư Ngọc Land,Công ty TNHH Thương mại và Đầu tư Ngọc Land,5.879.077.674,5.879.077.674,-,-,5879077674.0,5879077674.0,,
Công ty Cổ phần Bất động sản CORE REALTY,Công ty Cổ phần Bất động sản CORE REALTY,Công ty Cổ phần Bất động sản CORE REALTY,4.065.361.301,4.065.361.301,207.579.709,207.579.709,4065361301.0,4065361301.0,207579709.0,207579709.0
Công ty Cổ phần Tập đoàn Thế Kỳ,Công ty Cổ phần Tập đoàn Thế Kỳ,Công ty Cổ phần Tập đoàn Thế Kỳ,8.009.289.955,8.009.289.955,8.884.703.576,8.884.703.576,8009289955.0,8009289955.0,8884703576.0,8884703576.0
Công ty Cổ phần MLAND Việt Nam,Công ty Cổ phần MLAND Việt Nam,Công ty Cổ phần MLAND Việt Nam,-,-,6.603.628.884,6.603.628.884,,,6603628884.0,6603628884.0
Công ty TNHH Sunland Sài Gòn,Công ty TNHH Sunland Sài Gòn,Công ty TNHH Sunland Sài Gòn,-,-,8.868.467.924,8.868.467.924,,,8868467924.0,8868467924.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,94.807.671.713,94.807.671.713,85.743.846.804,85.743.846.804,94807671713.0,94807671713.0,85743846804.0,85743846804.0
,,,116.002.550.628,116.002.550.628,113.595.903.879,113.595.903.879,116002550628.0,116002550628.0,113595903879.0,113595903879.0
Phải trả người bán là các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 28),Phải trả người bán là các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 28),Phải trả người bán là các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 28),13.574.730.720,13.574.730.720,10.244.251.609,10.244.251.609,13574730720.0,13574730720.0,10244251609.0,10244251609.0
