row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,22,1.687.183.565.455,1.115.460.641.239,1.0,22.0,1687183565455.0,1115460641239.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,-,-,2.0,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,1.687.183.565.455,1.115.460.641.239,10.0,,1687183565455.0,1115460641239.0
4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,11,23,1.131.568.838.755,670.645.298.085,11.0,23.0,1131568838755.0,670645298085.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,555.614.726.700,444.815.343.154,20.0,,555614726700.0,444815343154.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,26,2.983.031.981,406.228.491,21.0,26.0,2983031981.0,406228491.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,,-,3.661.810.941,22.0,,,3661810941.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,-,3.661.810.941,23.0,,,3661810941.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,24,14.173.084.767,30.553.909.752,25.0,24.0,14173084767.0,30553909752.0
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,24,141.380.137.573,94.259.595.778,26.0,24.0,141380137573.0,94259595778.0
10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,403.044.536.341,316.746.255.174,30.0,,403044536341.0,316746255174.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,,541.940.663,1.170.397.584,31.0,,541940663.0,1170397584.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,,2.903.550.224,1.920.930.829,32.0,,2903550224.0,1920930829.0
13. (Lỗ) khác (40=31-32),13. (Lỗ) khác (40=31-32),13. (Lỗ) khác (40=31-32),40,,(2.361.609.561),(750.533.245),40.0,,-2361609561.0,-750533245.0
14. Tổng lợi nhuận kế toán trước thuế (50=30+40),14. Tổng lợi nhuận kế toán trước thuế (50=30+40),14. Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,400.682.926.780,315.995.721.929,50.0,,400682926780.0,315995721929.0
15. Chi phí thuế thu nhập doanh nghiệp hiện hành,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,51,,80.643.658.724,62.734.336.698,51.0,,80643658724.0,62734336698.0
16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),60,,320.039.268.056,253.261.385.231,60.0,,320039268056.0,253261385231.0
16.1. Lợi nhuận sau thuế của Cổ đông Công ty mẹ,16.1. Lợi nhuận sau thuế của Cổ đông Công ty mẹ,16.1. Lợi nhuận sau thuế của Cổ đông Công ty mẹ,61,,315.301.354.839,246.199.097.178,61.0,,315301354839.0,246199097178.0
16.2. Lợi nhuận sau thuế của Cổ đông không kiểm soát,16.2. Lợi nhuận sau thuế của Cổ đông không kiểm soát,16.2. Lợi nhuận sau thuế của Cổ đông không kiểm soát,62,,4.737.913.217,7.062.288.053,62.0,,4737913217.0,7062288053.0
17. Lãi cơ bản trên cổ phiếu,17. Lãi cơ bản trên cổ phiếu,17. Lãi cơ bản trên cổ phiếu,70,27,3.880,4.173,70.0,27.0,3880.0,4173.0
