row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Đơn vị: VND Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Đơn vị: VND Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,839.065.836.690,475.857.907.227,,300.0,,839065836690.0,475857907227.0
I.,I.,I.,Nợ ngắn hạn,310,,836.906.097.565,473.857.907.227,,310.0,,836906097565.0,473857907227.0
I.,I.,I.,1. Phải trả người bán ngắn hạn,311,14,116.002.550.628,113.595.903.879,,311.0,14.0,116002550628.0,113595903879.0
I.,I.,I.,2. Người mua trả tiền trước ngắn hạn,312,15,17.482.414.455,53.571.555.039,,312.0,15.0,17482414455.0,53571555039.0
I.,I.,I.,3. Thuế và các khoản phải nộp Nhà nước,313,16,91.112.112.818,78.723.885.731,,313.0,16.0,91112112818.0,78723885731.0
I.,I.,I.,4. Phải trả người lao động,314,,59.927.164.887,58.975.026.453,,314.0,,59927164887.0,58975026453.0
I.,I.,I.,5. Chỉ phí phải trả ngắn hạn,315,17,42.146.502.195,38.670.938.257,,315.0,17.0,42146502195.0,38670938257.0
I.,I.,I.,6. Doanh thu chưa thực hiện ngắn hạn,318,,8.231.035.939,6.376.851.200,,318.0,,8231035939.0,6376851200.0
I.,I.,I.,7. Phải trả ngắn hạn khác,319,18,296.055.997.090,4.723.790.333,,319.0,18.0,296055997090.0,4723790333.0
I.,I.,I.,8. Vay ngắn hạn,320,19,170.000.000.000,100.000.000.000,,320.0,19.0,170000000000.0,100000000000.0
I.,I.,I.,"9. Quỹ khen thưởng, phúc lợi",322,,35.948.319.553,19.219.956.335,,322.0,,35948319553.0,19219956335.0
II.,II.,II.,Nợ dài hạn,330,,2.159.739.125,2.000.000.000,,330.0,,2159739125.0,2000000000.0
II.,II.,II.,1. Phải trả dài hạn khác,337,18,2.159.739.125,2.000.000.000,,337.0,18.0,2159739125.0,2000000000.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,1.489.243.809.172,578.339.724.173,,400.0,,1489243809172.0,578339724173.0
I.,I.,I.,Vốn chủ sở hữu,410,20,1.489.243.809.172,578.339.724.173,,410.0,20.0,1489243809172.0,578339724173.0
I.,I.,I.,1. Vốn góp của chủ sở hữu,411,,500.000.000.000,250.000.000.000,,411.0,,500000000000.0,250000000000.0
I.,I.,I.,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,500.000.000.000,250.000.000.000,,,,500000000000.0,250000000000.0
I.,I.,I.,2. Thặng dư vốn cổ phần,412,,375.000.000.000,-,,412.0,,375000000000.0,
I.,I.,I.,3. Quỹ đầu tư phát triển,418,,35.160.215.370,12.899.194.890,,418.0,,35160215370.0,12899194890.0
I.,I.,I.,4. Lợi nhuận sau thuế chưa phân phối,421,,555.710.804.993,296.505.582.950,,421.0,,555710804993.0,296505582950.0
I.,I.,I.,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,240.409.450.154,50.306.485.772,,,,240409450154.0,50306485772.0
I.,I.,I.,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,315.301.354.839,246.199.097.178,,,,315301354839.0,246199097178.0
I.,I.,I.,5. Lợi ích cổ đông không kiểm soát,429,,23.372.788.809,18.934.946.333,,429.0,,23372788809.0,18934946333.0
TỔNG CÔNG NGUỒN VỐN (440=300+400),TỔNG CÔNG NGUỒN VỐN (440=300+400),TỔNG CÔNG NGUỒN VỐN (440=300+400),TỔNG CÔNG NGUỒN VỐN (440=300+400),440,,2.328.309.645.862,1.054.197.631.400,,440.0,,2328309645862.0,1054197631400.0
