row_label_raw,row_label_full,col_0,SHERPA VND,Zenith VND,Tổng VND,numeric__SHERPA VND,numeric__Zenith VND,numeric__Tổng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,14.956.355.000.000,100.010.000.000,15.056.365.000.000,14956355000000.0,100010000000.0,15056365000000.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,510.000.000.000,2.483.000.000.000,2.993.000.000.000,510000000000.0,2483000000000.0,2993000000000.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,15.466.355.000.000,2.583.010.000.000,18.049.365.000.000,15466355000000.0,2583010000000.0,18049365000000.0
