row_label_raw,row_label_full,Bên liên quan,Tính chất giao dịch,2024 VND,2023 VND,numeric__Tính chất giao dịch,numeric__2024 VND,numeric__2023 VND
"Công ty TNHHMasan Agri, công ty con sở hữu gián tiếp","Công ty TNHHMasan Agri, công ty con sở hữu gián tiếp","Công ty TNHHMasan Agri, công ty con sở hữu gián tiếp",Khoản cho vay đã cấp,-,16.000.000.000,,,16000000000.0
"Công ty TNHHMasan Agri, công ty con sở hữu gián tiếp","Công ty TNHHMasan Agri, công ty con sở hữu gián tiếp","Công ty TNHHMasan Agri, công ty con sở hữu gián tiếp",Khoản cho vay đã thu hồi,-,16.000.000.000,,,16000000000.0
"Công ty TNHHMasan Agri, công ty con sở hữu gián tiếp","Công ty TNHHMasan Agri, công ty con sở hữu gián tiếp","Công ty TNHHMasan Agri, công ty con sở hữu gián tiếp",Thu nhập lãi từ các khoản cho vay đã cấp,-,697.191.779,,,697191779.0
"Công ty TNHHMasan Agri, công ty con sở hữu gián tiếp","Công ty TNHHMasan Agri, công ty con sở hữu gián tiếp","Công ty TNHHMasan Agri, công ty con sở hữu gián tiếp",Tiền thu từ thanh lý các khoản đầu tư vốn,-,2.030.991.202.463,,,2030991202463.0
"Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệpWinEco, công ty con sở hữu gián tiếp","Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệpWinEco, công ty con sở hữu gián tiếp","Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệpWinEco, công ty con sở hữu gián tiếp",Khoản cho vay đã cấp,45.000.000.000,2.151.800.000.000,,45000000000.0,2151800000000.0
"Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệpWinEco, công ty con sở hữu gián tiếp","Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệpWinEco, công ty con sở hữu gián tiếp","Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệpWinEco, công ty con sở hữu gián tiếp",Khoản cho vay đã thu hồi,45.000.000.000,2.151.800.000.000,,45000000000.0,2151800000000.0
"Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệpWinEco, công ty con sở hữu gián tiếp","Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệpWinEco, công ty con sở hữu gián tiếp","Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệpWinEco, công ty con sở hữu gián tiếp",Thu nhập lãi từ các khoản cho vay đã cấp,880.027.398,2.803.191.781,,880027398.0,2803191781.0
"Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệpWinEco, công ty con sở hữu gián tiếp","Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệpWinEco, công ty con sở hữu gián tiếp","Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệpWinEco, công ty con sở hữu gián tiếp",Khoản vay đã nhận,516.000.000.000,-,,516000000000.0,
"Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệpWinEco, công ty con sở hữu gián tiếp","Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệpWinEco, công ty con sở hữu gián tiếp","Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệpWinEco, công ty con sở hữu gián tiếp",Chi phí lãi vay từ các khoản vay đã nhận,820.821.918,-,,820821918.0,
"Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệpWinEco, công ty con sở hữu gián tiếp","Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệpWinEco, công ty con sở hữu gián tiếp","Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệpWinEco, công ty con sở hữu gián tiếp",Mua hàng,23.940.000,28.936.000,,23940000.0,28936000.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,,
Techcombank và các công ty con (*),Các bên liên quan khác > Techcombank và các công ty con (*),Techcombank và các công ty con (*),Trái phiếu phát hành (đại lý phát hành),-,1.500.000.000.000,,,1500000000000.0
Techcombank và các công ty con (*),Các bên liên quan khác > Techcombank và các công ty con (*),Techcombank và các công ty con (*),Phí phát hành trái phiếu,-,15.000.000.000,,,15000000000.0
Techcombank và các công ty con (*),Các bên liên quan khác > Techcombank và các công ty con (*),Techcombank và các công ty con (*),Bán chứng khoán kinh doanh,609.860.945.499,3.673.383.304.828,,609860945499.0,3673383304828.0
Techcombank và các công ty con (*),Các bên liên quan khác > Techcombank và các công ty con (*),Techcombank và các công ty con (*),Mua chứng khoán kinh doanh,609.860.945.499,3.573.153.989.828,,609860945499.0,3573153989828.0
Techcombank và các công ty con (*),Các bên liên quan khác > Techcombank và các công ty con (*),Techcombank và các công ty con (*),Thu nhập cổ tức,786.473.248.500,-,,786473248500.0,
Techcombank và các công ty con (*),Các bên liên quan khác > Techcombank và các công ty con (*),Techcombank và các công ty con (*),Chia sẻ chi phí,5.511.037.620,-,,5511037620.0,
Thành viên quản lý chủ chốt,Các bên liên quan khác > Thành viên quản lý chủ chốt,Thành viên quản lý chủ chốt,Thù lao cho thành viên quản lý chủ chốt (**),52.184.675.464,44.233.867.573,,52184675464.0,44233867573.0
