row_label_raw,row_label_full,Bên liên quan,Tính chất giao dịch,2024 VND,2023 VND,numeric__Tính chất giao dịch,numeric__2024 VND,numeric__2023 VND
Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,,,
"Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp","Công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp","Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp",Góp vốn,510.000.000.000,7.131.600.000.000,,510000000000.0,7131600000000.0
"Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp","Công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp","Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp",Khoản cho vay đã cấp,4.617.350.000.000,3.156.100.000.000,,4617350000000.0,3156100000000.0
"Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp","Công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp","Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp",Khoản cho vay đã thu hồi,1.681.600.000.000,1.794.200.000.000,,1681600000000.0,1794200000000.0
"Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp","Công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp","Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp",Thu nhập lãi từ các khoản cho vay đã cấp,148.837.501.618,73.231.057.537,,148837501618.0,73231057537.0
"Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp","Công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp","Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp",Chia sẻ chi phí,580.377.650,2.695.350.000,,580377650.0,2695350000.0
"Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp",Góp vốn,2.483.000.000.000,-,,2483000000000.0,
"Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp",Khoản cho vay đã cấp,433.000.000.000,353.200.000.000,,433000000000.0,353200000000.0
"Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp",Khoản cho vay đã thu hồi,786.200.000.000,100.000.000,,786200000000.0,100000000.0
"Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp",Thu nhập lãi từ các khoản cho vay đã cấp,14.740.489.317,2.421.101.370,,14740489317.0,2421101370.0
"Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp",Khoản vay đã nhận,-,1.200.000.000.000,,,1200000000000.0
"Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp",Khoản vay đã hoàn trả,-,1.200.000.000.000,,,1200000000000.0
"Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp",Chi phí lãi vay từ các khoản vay đã nhận,-,16.438.356,,,16438356.0
