row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2024 VND,1/1/2024 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024 VND,numeric__1/1/2024 VND
TÀI SẢN NGẮN HẠN,TÀI SẢN NGẮN HẠN,TÀI SẢN NGẮN HẠN,100,,7.244.263.759.717,5.965.210.210.597,100.0,,7244263759717.0,5965210210597.0
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,4,1.444.859.654.047,791.299.250.695,110.0,4.0,1444859654047.0,791299250695.0
Tiền,Tiền,Tiền,111,,697.658.111.995,601.299.250.695,111.0,,697658111995.0,601299250695.0
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,112,,747.201.542.052,190.000.000.000,112.0,,747201542052.0,190000000000.0
Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,127.303.524.695,-,120.0,,127303524695.0,
Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,5(a),127.303.524.695,-,123.0,,127303524695.0,
Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,5.570.347.326.810,5.095.126.640.513,130.0,,5570347326810.0,5095126640513.0
Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,132,,1.309.976.905,36.200.516.378,132.0,,1309976905.0,36200516378.0
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,6(a),5.039.688.000.000,4.841.300.000.000,135.0,,5039688000000.0,4841300000000.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,6(c),529.349.349.905,217.626.124.135,136.0,,529349349905.0,217626124135.0
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,101.753.254.165,78.784.319.389,150.0,,101753254165.0,78784319389.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,,874.374.591,366.808.635,151.0,,874374591.0,366808635.0
Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,32.739.743.917,10.278.375.097,152.0,,32739743917.0,10278375097.0
Thuế và các khoản khác phải thu Ngân sách Nhà nước,Thuế và các khoản khác phải thu Ngân sách Nhà nước,Thuế và các khoản khác phải thu Ngân sách Nhà nước,153,,68.139.135.657,68.139.135.657,153.0,,68139135657.0,68139135657.0
TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,200,,45.321.118.866.270,45.560.390.550.305,200.0,,45321118866270.0,45560390550305.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,22.630.349.520.886,25.810.501.284.306,210.0,,22630349520886.0,25810501284306.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,6(b),18.053.345.779.967,22.418.845.779.967,215.0,,18053345779967.0,22418845779967.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,6(d),4.577.003.740.919,3.391.655.504.339,216.0,,4577003740919.0,3391655504339.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,3.928.314.177,6.529.038.799,220.0,,3928314177.0,6529038799.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,7,3.685.397.510,6.529.038.799,221.0,7.0,3685397510.0,6529038799.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,51.443.824.805,52.374.616.405,222.0,,51443824805.0,52374616405.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(47.758.427.295),(45.845.577.606),223.0,,-47758427295.0,-45845577606.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,,242.916.667,-,227.0,,242916667.0,
Nguyên giá,Nguyên giá,Nguyên giá,228,,4.962.122.903,4.697.122.903,228.0,,4962122903.0,4697122903.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(4.719.206.236),(4.697.122.903),229.0,,-4719206236.0,-4697122903.0
