row_label_raw,row_label_full,col_0,1/1/2024Giá trị ghi sổ/Số có khả năngtrả nợVND,Biến động trong năm > TăngVND,Biến động trong năm > Hoàn trảVND,31/12/2024Giá trị ghi sổ/Số có khả năngtrả nợVND,numeric__1/1/2024Giá trị ghi sổ/Số có khả năngtrả nợVND,numeric__Biến động trong năm > TăngVND,numeric__Biến động trong năm > Hoàn trảVND,numeric__31/12/2024Giá trị ghi sổ/Số có khả năngtrả nợVND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,-,2.733.446.576.000,(2.217.446.576.000),516.000.000.000,,2733446576000.0,-2217446576000.0,516000000000.0
Vay và trái phiếu phát hành dài hạn đến hạn trả,Vay và trái phiếu phát hành dài hạn đến hạn trả,Vay và trái phiếu phát hành dài hạn đến hạn trả,1.846.062.500.000,2.000.701.500.000,(1.846.062.500.000),2.000.701.500.000,1846062500000.0,2000701500000.0,-1846062500000.0,2000701500000.0
,,,1.846.062.500.000,4.734.148.076.000,(4.063.509.076.000),2.516.701.500.000,1846062500000.0,4734148076000.0,-4063509076000.0,2516701500000.0
