row_label_raw,row_label_full,col_0,Số đầu năm,Tăng trong năm,Giảm trong năm,Giảm do thanh lý công ty con,Số cuối năm,numeric__Số đầu năm,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__Giảm do thanh lý công ty con,numeric__Số cuối năm
Phải thu,Phải thu,Phải thu,164.815.448.642,50.402.643.562,(30.123.727.222),-,185.094.364.982,164815448642.0,50402643562.0,-30123727222.0,,185094364982.0
Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,159.353.377.307,15.155.344.976,(30.123.727.222),-,144.384.995.061,159353377307.0,15155344976.0,-30123727222.0,,144384995061.0
Khác,Khác,Khác,5.462.071.335,35.247.298.586,-,-,40.709.369.921,5462071335.0,35247298586.0,,,40709369921.0
Phải trả,Phải trả,Phải trả,840.687.200.623,509.731.370.026,(768.377.807.694),(6.673.128.370),575.367.634.585,840687200623.0,509731370026.0,-768377807694.0,-6673128370.0,575367634585.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,157.994.045.066,243.524.025.911,(285.924.200.311),(4.547.677.363),111.046.193.303,157994045066.0,243524025911.0,-285924200311.0,-4547677363.0,111046193303.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,572.255.123.163,169.251.445.590,(412.793.567.661),-,328.713.001.092,572255123163.0,169251445590.0,-412793567661.0,,328713001092.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,12.840.141.855,65.896.070.531,(66.660.740.415),(2.124.981.327),9.950.490.644,12840141855.0,65896070531.0,-66660740415.0,-2124981327.0,9950490644.0
Khác,Khác,Khác,97.597.890.539,31.059.827.994,(2.999.299.307),(469.680),125.657.949.546,97597890539.0,31059827994.0,-2999299307.0,-469680.0,125657949546.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,675.871.751.981,459.328.726.464,(738.254.080.472),(6.673.128.370),390.273.269.603,675871751981.0,459328726464.0,-738254080472.0,-6673128370.0,390273269603.0
