row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,734.577.364.641,585.675.082.461,734577364641.0,585675082461.0
Chi phí môi giới,Chi phí môi giới,Chi phí môi giới,293.693.396.716,194.422.513.918,293693396716.0,194422513918.0
Chi phí lương,Chi phí lương,Chi phí lương,155.953.517.809,114.609.958.320,155953517809.0,114609958320.0
Chi phí quảng cáo,Chi phí quảng cáo,Chi phí quảng cáo,79.206.308.462,65.649.837.216,79206308462.0,65649837216.0
Hỗ trợ lãi suất,Hỗ trợ lãi suất,Hỗ trợ lãi suất,42.816.354.628,32.701.799.079,42816354628.0,32701799079.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,10.581.655.918,14.861.331.369,10581655918.0,14861331369.0
Chi phí khác,Chi phí khác,Chi phí khác,152.326.131.108,163.429.642.559,152326131108.0,163429642559.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,430.767.842.398,390.860.153.660,430767842398.0,390860153660.0
Chi phí lương,Chi phí lương,Chi phí lương,203.863.313.208,202.168.352.334,203863313208.0,202168352334.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,62.803.545.879,38.364.028.219,62803545879.0,38364028219.0
Chi phí dự phòng,Chi phí dự phòng,Chi phí dự phòng,65.002.290.092,38.736.180.015,65002290092.0,38736180015.0
Chi phí phân bổ lợi thế thương mại,Chi phí phân bổ lợi thế thương mại,Chi phí phân bổ lợi thế thương mại,26.327.325.960,26.327.325.960,26327325960.0,26327325960.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,22.267.451.152,28.279.170.124,22267451152.0,28279170124.0
Chi phí khác,Chi phí khác,Chi phí khác,50.503.916.107,56.985.097.008,50503916107.0,56985097008.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.165.345.207.039,976.535.236.121,1165345207039.0,976535236121.0
