row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
10,10,10,1. Doanh thu thuần về bán hàng và cung cấp dịch vụ,28.1,4.795.471.317.826,3.724.825.944.342,,281.0,4795471317826.0,3724825944342.0
11,11,11,2. Giá vốn hàng bán và dịch vụ cung cấp,29,(2.489.822.897.505),(2.014.444.091.532),,29.0,-2489822897505.0,-2014444091532.0
20,20,20,3. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,2.305.648.420.321,1.710.381.852.810,,,2305648420321.0,1710381852810.0
21,21,21,4. Doanh thu hoạt động tài chính,28.2,47.770.698.279,409.150.647.017,,282.0,47770698279.0,409150647017.0
22,22,22,5. Chi phí tài chính,30,(470.094.545.225),(593.252.985.005),,30.0,-470094545225.0,-593252985005.0
23,23,23,Trong đó: Chi phí lãi vay,,(420.300.072.166),(536.714.234.843),,,-420300072166.0,-536714234843.0
24,24,24,6. Phần lỗ trong công ty liên kết,18.1,(38.421.103.226),(112.382.121.820),,181.0,-38421103226.0,-112382121820.0
25,25,25,7. Chi phí bán hàng,31,(734.577.364.641),(585.675.082.461),,31.0,-734577364641.0,-585675082461.0
26,26,26,8. Chi phí quản lý doanh nghiệp,31,(430.767.842.398),(390.860.153.660),,31.0,-430767842398.0,-390860153660.0
30,30,30,9. Lợi nhuận thuần từ hoạt động kinh doanh,,679.558.263.110,437.362.156.881,,,679558263110.0,437362156881.0
31,31,31,10. Thu nhập khác,32,140.092.198.937,108.335.337.626,,32.0,140092198937.0,108335337626.0
32,32,32,11. Chi phí khác,32,(89.404.813.087),(92.544.416.700),,32.0,-89404813087.0,-92544416700.0
40,40,40,12. Lợi nhuận khác,32,50.687.385.850,15.790.920.926,,32.0,50687385850.0,15790920926.0
50,50,50,13. Tổng lợi nhuận kế toán trước thuế,,730.245.648.960,453.153.077.807,,,730245648960.0,453153077807.0
51,51,51,14. Chi phí thuế TNDN hiện hành,33.1,(169.251.445.590),(171.914.882.384),,331.0,-169251445590.0,-171914882384.0
52,52,52,15. Chi phí thuế TNDN hoãn lại,33.3,(107.566.099.569),(130.998.156.825),,333.0,-107566099569.0,-130998156825.0
60,60,60,16. Lợi nhuận sau thuế TNDN,,453.428.103.801,150.240.038.598,,,453428103801.0,150240038598.0
61,61,61,17. Lợi nhuận sau thuế của công ty mẹ,,255.935.001.805,171.983.289.231,,,255935001805.0,171983289231.0
62,62,62,18. Lợi nhuận (lỗ) sau thuế của cổ đông không kiểm soát,,197.493.101.996,(21.743.250.633),,,197493101996.0,-21743250633.0
70,70,70,19. Lãi cơ bản trên cổ phiếu,27.4,352,276,,274.0,352.0,276.0
71,71,71,20. Lãi suy giảm trên cổ phiếu,27.4,352,276,,274.0,352.0,276.0
