row_label_raw,row_label_full,Số đầu năm > Vay trong năm,Năm nay > 5.289.299.702.818 > 4.052.762.228.967,VNDNăm trước > 5.771.364.507.706 > 3.299.753.557.392,numeric__Năm nay > 5.289.299.702.818 > 4.052.762.228.967,numeric__VNDNăm trước > 5.771.364.507.706 > 3.299.753.557.392
Trả nợ gốc vay,Trả nợ gốc vay,Trả nợ gốc vay,(2.791.589.645.284),(3.699.068.301.762),-2791589645284.0,-3699068301762.0
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,(997.272.727),(20.000.000),-997272727.0,-20000000.0
Phân bổ chi phí phát hành trái phiếu,Phân bổ chi phí phát hành trái phiếu,Phân bổ chi phí phát hành trái phiếu,6.314.256.448,12.206.813.956,6314256448.0,12206813956.0
Giảm do thanh lý công ty con,Giảm do thanh lý công ty con,Giảm do thanh lý công ty con,-,(94.936.874.474),,-94936874474.0
Số cuối năm,Số cuối năm,Số cuối năm,6.555.789.270.222,5.289.299.702.818,6555789270222.0,5289299702818.0
