row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Vốn đã góp của chủ sở hữu,Vốn đã góp của chủ sở hữu,Vốn đã góp của chủ sở hữu,Vốn đã góp của chủ sở hữu,Vốn đã góp của chủ sở hữu,,
Số đầu năm,Vốn đã góp của chủ sở hữu > Số đầu năm,Số đầu năm,6.117.790.020.000,6.117.790.020.000,6117790020000.0,6117790020000.0
Phát hành cổ phiếu,Vốn đã góp của chủ sở hữu > Phát hành cổ phiếu,Phát hành cổ phiếu,1.016.719.190.000,-,1016719190000.0,
Phát hành cổ phiếu ESOP,Vốn đã góp của chủ sở hữu > Phát hành cổ phiếu ESOP,Phát hành cổ phiếu ESOP,90.000.000.000,-,90000000000.0,
Số cuối năm,Vốn đã góp của chủ sở hữu > Số cuối năm,Số cuối năm,7.224.509.210.000,6.117.790.020.000,7224509210000.0,6117790020000.0
Cổ tức đã công bố trong năm tài chính,Cổ tức đã công bố trong năm tài chính,Cổ tức đã công bố trong năm tài chính,Cổ tức đã công bố trong năm tài chính,Cổ tức đã công bố trong năm tài chính,,
Cổ tức trên cổ phiếu phổ thông,Cổ tức trên cổ phiếu phổ thông,Cổ tức trên cổ phiếu phổ thông,Cổ tức trên cổ phiếu phổ thông,Cổ tức trên cổ phiếu phổ thông,,
Cổ tức bằng tiền đã trả cho cổ đông không kiểm soát,Cổ tức trên cổ phiếu phổ thông > Cổ tức bằng tiền đã trả cho cổ đông không kiểm soát,Cổ tức bằng tiền đã trả cho cổ đông không kiểm soát,10.352.029.493,76.013.361.343,10352029493.0,76013361343.0
Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,,
,,,Số cuối năm,Số đầu năm,,
,,,Số cổ phiếu,Số cổ phiếu,,
Cổ phiếu được phép phát hành,Cổ phiếu phổ thông > Cổ phiếu được phép phát hành,Cổ phiếu được phép phát hành,722.450.921,611.779.002,722450921.0,611779002.0
Cổ phiếu đã phát hành và góp vốn đầy đủ,Cổ phiếu đã phát hành và góp vốn đầy đủ,Cổ phiếu đã phát hành và góp vốn đầy đủ,Cổ phiếu đã phát hành và góp vốn đầy đủ,Cổ phiếu đã phát hành và góp vốn đầy đủ,,
Cổ phiếu phổ thông,Cổ phiếu đã phát hành và góp vốn đầy đủ > Cổ phiếu phổ thông,Cổ phiếu phổ thông,722.450.921,611.779.002,722450921.0,611779002.0
Cổ phiếu quỹ,Cổ phiếu quỹ,Cổ phiếu quỹ,Cổ phiếu quỹ,Cổ phiếu quỹ,,
Cổ phiếu phổ thông,Cổ phiếu quỹ > Cổ phiếu phổ thông,Cổ phiếu phổ thông,(1.747.486),(1.747.486),-1747486.0,-1747486.0
Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,,
Cổ phiếu phổ thông,Cổ phiếu đang lưu hành > Cổ phiếu phổ thông,Cổ phiếu phổ thông,720.703.435,610.031.516,720703435.0,610031516.0
