row_label_raw,row_label_full,Số đầu năm > Cộng: Dự phòng trích lập trong năm,Năm nay > 364.414.798.345 > 115.461.890.613,Năm trước > 353.062.028.359 > 55.729.870.079,numeric__Năm nay > 364.414.798.345 > 115.461.890.613,numeric__Năm trước > 353.062.028.359 > 55.729.870.079
Trừ: Giảm do thanh lý công ty con,Trừ: Giảm do thanh lý công ty con,Trừ: Giảm do thanh lý công ty con,,(8.377.194.848),,-8377194848.0
Trừ: Hoàn nhập dự phòng trong năm,Trừ: Hoàn nhập dự phòng trong năm,Trừ: Hoàn nhập dự phòng trong năm,(49.889.562.071),(35.999.905.245),-49889562071.0,-35999905245.0
Số cuối năm,Số cuối năm,Số cuối năm,429.987.126.887,364.414.798.345,429987126887.0,364414798345.0
