row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Lợi nhuận trước thuế,Lợi nhuận trước thuế,Lợi nhuận trước thuế,975.120.011.342,670.908.038.317,975120011342.0,670908038317.0
Trừ: Chênh lệch tạm thời không chịu thuệthu nhập doanh nghiệp,Trừ: Chênh lệch tạm thời không chịu thuệthu nhập doanh nghiệp,Trừ: Chênh lệch tạm thời không chịu thuệthu nhập doanh nghiệp,(39.515.345.637),(13.133.331.478),-39515345637.0,-13133331478.0
Trừ: Lãi đầu tư vào công ty liên kết,Trừ: Lãi đầu tư vào công ty liên kết,Trừ: Lãi đầu tư vào công ty liên kết,(26.387.724.294),(27.116.030.203),-26387724294.0,-27116030203.0
Cộng: Các khoản chi phí không được khấu trừĐiều chỉnh khác:,Cộng: Các khoản chi phí không được khấu trừĐiều chỉnh khác:,Cộng: Các khoản chi phí không được khấu trừĐiều chỉnh khác:,8.880.866.562,12.109.422.410,8880866562.0,12109422410.0
Trừ: Chênh lệch tạm thời được khấu trừ,Trừ: Chênh lệch tạm thời được khấu trừ,Trừ: Chênh lệch tạm thời được khấu trừ,(82.709.751.105),(43.528.573.018),-82709751105.0,-43528573018.0
Cộng: Chênh lệch tạm thời không đượckhẩu trừ,Cộng: Chênh lệch tạm thời không đượckhẩu trừ,Cộng: Chênh lệch tạm thời không đượckhẩu trừ,93.694.348.762,206.271.119.025,93694348762.0,206271119025.0
Thu nhập chịu thuế,Thu nhập chịu thuế,Thu nhập chịu thuế,929.082.405.630,805.510.645.053,929082405630.0,805510645053.0
Lỗ năm trước mang sang,Lỗ năm trước mang sang,Lỗ năm trước mang sang,-,(73.143.974.547),,-73143974547.0
Thu nhập tính thuế,Thu nhập tính thuế,Thu nhập tính thuế,929.082.405.630,732.366.670.506,929082405630.0,732366670506.0
Thuế suất hiện hành,Thuế suất hiện hành,Thuế suất hiện hành,20%,20%,0.2,0.2
Thuế thu nhập doanh nghiệp hiện hành,Thuế thu nhập doanh nghiệp hiện hành,Thuế thu nhập doanh nghiệp hiện hành,185.816.481.126,146.473.334.101,185816481126.0,146473334101.0
Điều chỉnh thuế thu nhập doanh nghiệpnăm trước,Điều chỉnh thuế thu nhập doanh nghiệpnăm trước,Điều chỉnh thuế thu nhập doanh nghiệpnăm trước,20.665.573.910,7.154.013.791,20665573910.0,7154013791.0
Tổng chi phí thuế thu nhập doanh nghiệptrong năm,Tổng chi phí thuế thu nhập doanh nghiệptrong năm,Tổng chi phí thuế thu nhập doanh nghiệptrong năm,206.482.055.036,153.627.347.892,206482055036.0,153627347892.0
