row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,975.120.011.342,670.908.038.317,,1.0,975120011342.0,670908038317.0
2.,2.,2.,Điều chỉnh cho các khoản:,,,,,,,
,,,Khẩu hao tài sản cố định và bất động sản đầu tư,02,599.526.688.590,577.821.892.223,,2.0,599526688590.0,577821892223.0
,,,Các khoản dự phòng,03,87.688.096.794,50.948.114.719,,3.0,87688096794.0,50948114719.0
,,,Lỗ/(lãi) chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,17.693.983.357,(11.814.937.283),,4.0,17693983357.0,-11814937283.0
,,,Lãi từ hoạt động đầu tư,05,(271.422.166.210),(186.299.464.673),,5.0,-271422166210.0,-186299464673.0
,,,Chi phí lãi vay,06,121.588.919.933,151.581.427.633,,6.0,121588919933.0,151581427633.0
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,1.530.195.533.806,1.253.145.070.936,,8.0,1530195533806.0,1253145070936.0
,,,Tăng các khoản phải thu,09,(268.881.533.600),(157.285.725.106),,9.0,-268881533600.0,-157285725106.0
,,,Tăng hàng tồn kho,10,(55.526.811.082),(9.268.518.334),,10.0,-55526811082.0,-9268518334.0
,,,Tăng các khoản phải trả,11,377.365.198.245,60.997.880.674,,11.0,377365198245.0,60997880674.0
,,,Tăng chỉ phí trả trước,12,(23.048.724.468),(40.530.092.123),,12.0,-23048724468.0,-40530092123.0
,,,Tiền lãi vay đã trả,14,(98.635.970.702),(150.505.437.158),,14.0,-98635970702.0,-150505437158.0
,,,Thuế thu nhập doanh nghiệp đã nộp,15,(231.841.745.462),(115.802.951.786),,15.0,-231841745462.0,-115802951786.0
,,,Tiền thu khác từ hoạt động kinh doanh,16,1.349.682.982,2.185.808.333,,16.0,1349682982.0,2185808333.0
,,,Tiền chi khác cho hoạt động kinh doanh,17,(300.079.235.888),(97.802.665.654),,17.0,-300079235888.0,-97802665654.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,930.896.393.831,745.133.369.782,,20.0,930896393831.0,745133369782.0
II.,II.,II.,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chỉ mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",21,(1.398.670.850.765),(425.955.055.340),,21.0,-1398670850765.0,-425955055340.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",22,127.575.389.714,15.830.993.833,,22.0,127575389714.0,15830993833.0
3.,II. > 3.,3.,"Tiền chỉ cho vay, mua công cụ nợ của đơn vị khác",23,(2.705.095.530.000),(926.028.495.000),,23.0,-2705095530000.0,-926028495000.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,2.092.018.317.500,1.535.968.634.149,,24.0,2092018317500.0,1535968634149.0
5.,II. > 5.,5.,Tiền thu hồi đầu tư vốn vào đơn vị khác,26,51.896.122.347,-,,26.0,51896122347.0,
6.,II. > 6.,6.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,168.955.121.962,180.709.444.980,,27.0,168955121962.0,180709444980.0
,,,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(1.663.321.429.242),380.525.522.622,,30.0,-1663321429242.0,380525522622.0
