row_label_raw,row_label_full,Ngân hàng Thương mại Cổ phần Đại chúng Việt Nam > Ngân hàng Citibank Việt Nam > Tập đoàn Dầu khí Quốc gia Việt Nam,Số cuối nămVND > 731.454.854.344 > 657.288.829.069 > 441.288.225.508,Số đầu nămVND > 555.000.727.024 > 865.707.465.519 > 507.463.596.443,numeric__Số cuối nămVND > 731.454.854.344 > 657.288.829.069 > 441.288.225.508,numeric__Số đầu nămVND > 555.000.727.024 > 865.707.465.519 > 507.463.596.443
Ngân hàng Thương mại Cổ phần Tiên Phong,Ngân hàng Thương mại Cổ phần Tiên Phong,Ngân hàng Thương mại Cổ phần Tiên Phong,518.720.520.867,628.099.628.624,518720520867.0,628099628624.0
Ngân hàng TNHH MTV Shinhan Việt Nam,Ngân hàng TNHH MTV Shinhan Việt Nam,Ngân hàng TNHH MTV Shinhan Việt Nam,355.710.075.000,-,355710075000.0,
Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vương,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vương,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vương,157.400.000.000,,157400000000.0,
Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,56.950.252.092,78.435.752.046,56950252092.0,78435752046.0
Ngân hàng Thương mại Cổ phần Quân đội,Ngân hàng Thương mại Cổ phần Quân đội,Ngân hàng Thương mại Cổ phần Quân đội,42.232.635.050,23.312.121.410,42232635050.0,23312121410.0
Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Hoàn Kiểm,Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Hoàn Kiểm,Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Hoàn Kiểm,14.000.000.000,14.000.000.000,14000000000.0,14000000000.0
Ngân hàng TNHH Indovina - Chi nhánh Chợ Lớn,Ngân hàng TNHH Indovina - Chi nhánh Chợ Lớn,Ngân hàng TNHH Indovina - Chi nhánh Chợ Lớn,6.048.767.410,17.934.777.570,6048767410.0,17934777570.0
,,,2.981.094.159.340,2.689.954.068.636,2981094159340.0,2689954068636.0
