row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Dịch vụ cung cấp,Dịch vụ cung cấp,Dịch vụ cung cấp,Dịch vụ cung cấp,Dịch vụ cung cấp,,
Công ty TNHH MTV Lộc hóa dầu Bình Sơn,Dịch vụ cung cấp > Công ty TNHH MTV Lộc hóa dầu Bình Sơn,Công ty TNHH MTV Lộc hóa dầu Bình Sơn,1.850.855.558.348,1.435.866.864.338,1850855558348.0,1435866864338.0
Tổng Công ty Khí Việt Nam - Công ty Cổ phần,Dịch vụ cung cấp > Tổng Công ty Khí Việt Nam - Công ty Cổ phần,Tổng Công ty Khí Việt Nam - Công ty Cổ phần,581.981.568.502,376.167.629.938,581981568502.0,376167629938.0
Tổng Công ty Thăm dò Khai thác Dầu khí (PVEP),Dịch vụ cung cấp > Tổng Công ty Thăm dò Khai thác Dầu khí (PVEP),Tổng Công ty Thăm dò Khai thác Dầu khí (PVEP),503.464.827.500,385.009.649.860,503464827500.0,385009649860.0
Tổng Công ty Dầu Việt Nam,Dịch vụ cung cấp > Tổng Công ty Dầu Việt Nam,Tổng Công ty Dầu Việt Nam,329.080.915.973,246.358.175.836,329080915973.0,246358175836.0
Công Ty Cổ Phần Đầu Tư Phát Triển Gas Đô Thị,Dịch vụ cung cấp > Công Ty Cổ Phần Đầu Tư Phát Triển Gas Đô Thị,Công Ty Cổ Phần Đầu Tư Phát Triển Gas Đô Thị,39.603.519.926,14.291.620.728,39603519926.0,14291620728.0
Chi nhánh phân phối sản phẩm lọc đầu Nghi Sơn - Tập đoàn Dầu khí Quốc gia Việt Nam,Dịch vụ cung cấp > Chi nhánh phân phối sản phẩm lọc đầu Nghi Sơn - Tập đoàn Dầu khí Quốc gia Việt Nam,Chi nhánh phân phối sản phẩm lọc đầu Nghi Sơn - Tập đoàn Dầu khí Quốc gia Việt Nam,29.243.822.468,-,29243822468.0,
Công ty TNHH Khí hoá lỏng Việt Nam,Dịch vụ cung cấp > Công ty TNHH Khí hoá lỏng Việt Nam,Công ty TNHH Khí hoá lỏng Việt Nam,16.905.010.609,-,16905010609.0,
Công ty Cổ phần CNG Việt Nam,Dịch vụ cung cấp > Công ty Cổ phần CNG Việt Nam,Công ty Cổ phần CNG Việt Nam,15.388.767.708,40.885.379.053,15388767708.0,40885379053.0
Công ty Cổ phần Kinh doanh Khí Miền Nam,Dịch vụ cung cấp > Công ty Cổ phần Kinh doanh Khí Miền Nam,Công ty Cổ phần Kinh doanh Khí Miền Nam,11.382.953.323,32.044.537.524,11382953323.0,32044537524.0
Tổng Công ty Phân bón và hóa chất Dầu khí - Công ty Cổ phần,Dịch vụ cung cấp > Tổng Công ty Phân bón và hóa chất Dầu khí - Công ty Cổ phần,Tổng Công ty Phân bón và hóa chất Dầu khí - Công ty Cổ phần,9.176.294.771,7.326.295.000,9176294771.0,7326295000.0
Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam,Dịch vụ cung cấp > Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam,Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam,7.888.835.000,38.743.465.261,7888835000.0,38743465261.0
Công ty Cổ phần Kinh doanh Khí hóa lỏng Miền Bắc,Dịch vụ cung cấp > Công ty Cổ phần Kinh doanh Khí hóa lỏng Miền Bắc,Công ty Cổ phần Kinh doanh Khí hóa lỏng Miền Bắc,4.290.323.594,38.743.465.261,4290323594.0,38743465261.0
Xí Nghiệp Phân Phôi Khí Thấp áp Vũng tàu,Dịch vụ cung cấp > Xí Nghiệp Phân Phôi Khí Thấp áp Vũng tàu,Xí Nghiệp Phân Phôi Khí Thấp áp Vũng tàu,3.867.654.000,-,3867654000.0,
Công ty TNHH MTV Phân bón Dầu khí Cà Mau (PVCFC),Dịch vụ cung cấp > Công ty TNHH MTV Phân bón Dầu khí Cà Mau (PVCFC),Công ty TNHH MTV Phân bón Dầu khí Cà Mau (PVCFC),2.706.946.960,10.808.321.961,2706946960.0,10808321961.0
Công ty Cổ phần Vận tải Xăng dầu Dầu khí Việt Nam,Dịch vụ cung cấp > Công ty Cổ phần Vận tải Xăng dầu Dầu khí Việt Nam,Công ty Cổ phần Vận tải Xăng dầu Dầu khí Việt Nam,1.123.271.110,9.984.497.072,1123271110.0,9984497072.0
Liên Doanh Việt Nga - Vietsovpetro,Dịch vụ cung cấp > Liên Doanh Việt Nga - Vietsovpetro,Liên Doanh Việt Nga - Vietsovpetro,-,5.900.713.303,,5900713303.0
