row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,4.249.170.191.157,3.895.123.694.813,,100.0,,4249170191157.0,3895123694813.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,1.278.293.115.224,1.959.453.323.823,,110.0,4.0,1278293115224.0,1959453323823.0
1.,1.,1.,Tiền,111,,280.487.895.634,274.926.625.155,,111.0,,280487895634.0,274926625155.0
2.,2.,2.,Các khoản tương đương tiền,112,,997.805.219.590,1.684.526.698.668,,112.0,,997805219590.0,1684526698668.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,1.572.305.707.500,961.028.495.000,,120.0,,1572305707500.0,961028495000.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,5,1.572.305.707.500,961.028.495.000,,123.0,5.0,1572305707500.0,961028495000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,1.087.971.847.442,816.269.281.450,,130.0,,1087971847442.0,816269281450.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,887.512.834.952,717.144.060.550,,131.0,6.0,887512834952.0,717144060550.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,113.525.413.749,10.368.032.759,,132.0,7.0,113525413749.0,10368032759.0
3.,3.,3.,Phải thu ngắn hạn khác,136,8,118.281.484.455,197.763.309.154,,136.0,8.0,118281484455.0,197763309154.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,9,(31.347.885.714),(109.753.752.563),,137.0,9.0,-31347885714.0,-109753752563.0
5.,5.,5.,Tài sản thiếu chờ xử lý,139,,-,747.631.550,,139.0,,,747631550.0
IV.,IV.,IV.,Hàng tồn kho,140,10,151.234.089.972,95.340.021.221,,140.0,10.0,151234089972.0,95340021221.0
1.,1.,1.,Hàng tồn kho,141,,151.674.511.469,96.147.700.387,,141.0,,151674511469.0,96147700387.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,(440.421.497),(807.679.166),,149.0,,-440421497.0,-807679166.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,159.365.431.019,63.032.573.319,,150.0,,159365431019.0,63032573319.0
1.,1.,1.,Chỉ phí trả trước ngắn hạn,151,,25.664.731.917,23.825.943.572,,151.0,,25664731917.0,23825943572.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,105.396.696.587,38.490.770.684,,152.0,,105396696587.0,38490770684.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,18,28.304.002.515,715.859.063,,153.0,18.0,28304002515.0,715859063.0
