row_label_raw,row_label_full,Thuế giá trị gia tăng,Số đầu năm > Phải thu > 4.541.991.861,Số đầu năm > Phải nộp > 5.516.760.204,Trong kỳ > Số phải nộp trong năm > 73.010.432.011,Trong kỳ > Số đã thực nộp trong năm > 53.991.035.090,Số cuối năm > Phải thu > 3.327.565.329,Số cuối năm > Phải nộp > 28.128.521.034,numeric__Số đầu năm > Phải thu > 4.541.991.861,numeric__Số đầu năm > Phải nộp > 5.516.760.204,numeric__Trong kỳ > Số phải nộp trong năm > 73.010.432.011,numeric__Trong kỳ > Số đã thực nộp trong năm > 53.991.035.090,numeric__Số cuối năm > Phải thu > 3.327.565.329,numeric__Số cuối năm > Phải nộp > 28.128.521.034
Thuế GTGT hàng nhập khẩu,Thuế GTGT hàng nhập khẩu,Thuế GTGT hàng nhập khẩu,67.024.298,,,,67.024.298,,67024298.0,,,,67024298.0,
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,,3.166.985,352.400.230,325.275.726,,39.387.991,,3166985.0,352400230.0,325275726.0,,39387991.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,,2.693.529.345,51.478.321.501,12.380.598.518,316.259.543,41.792.763.168,,2693529345.0,51478321501.0,12380598518.0,316259543.0,41792763168.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,1.889.490.144,,2.381.189.620,615.507.155,2.427.130.444,2.578.341.660,1889490144.0,,2381189620.0,615507155.0,2427130444.0,2578341660.0
Thuế nhà đất và tiền thuê đất,Thuế nhà đất và tiền thuê đất,Thuế nhà đất và tiền thuê đất,439.325.660,7.300.684.000,3.283.722.033,10.584.406.033,,,439325660.0,7300684000.0,3283722033.0,10584406033.0,,
Thuế bảo vệ môi trường và các loại thuế khác,Thuế bảo vệ môi trường và các loại thuế khác,Thuế bảo vệ môi trường và các loại thuế khác,,,1.109.442.812,1.695.762.200,419.065.460,18.961.604,,,1109442812.0,1695762200.0,419065460.0,18961604.0
"Các khoản phí, lệ phí và các khoản phải nộp khác","Các khoản phí, lệ phí và các khoản phải nộp khác","Các khoản phí, lệ phí và các khoản phải nộp khác",,672.107.811,,52.895.033,,13.931.786,,672107811.0,,52895033.0,,13931786.0
Cộng,Cộng,Cộng,6.937.831.963,16.186.248.345,131.615.508.207,79.645.479.755,6.557.045.074,72.571.907.243,6937831963.0,16186248345.0,131615508207.0,79645479755.0,6557045074.0,72571907243.0
