row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Giá trị khoản phải trả (VND),numeric__Nội dung nghiệp vụ,numeric__Giá trị khoản phải trả (VND)
+ Công ty CP Đầu tư và Phát triển Đa Quốc Gia IDI,+ Công ty CP Đầu tư và Phát triển Đa Quốc Gia IDI,+ Công ty CP Đầu tư và Phát triển Đa Quốc Gia IDI,+ Công ty CP Đầu tư và Phát triển Đa Quốc Gia IDI,+ Công ty CP Đầu tư và Phát triển Đa Quốc Gia IDI,,
,,,Tiền nguyên liệu thức ăn,2.886.891.980,,2886891980.0
,,,Tiền bảo hiểm chi hộ,352.784.144.172,,352784144172.0
