row_label_raw,row_label_full,Tên công ty,Địa chỉ,Tỷ lệ lợi ích,Tỷ lệ lợi ích_1,Tỷ lệ quyền biele quyết,Tỷ lệ quyền biele quyết_1,numeric__Địa chỉ,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ lợi ích_1,numeric__Tỷ lệ quyền biele quyết,numeric__Tỷ lệ quyền biele quyết_1
Tên công ty,Tên công ty,Tên công ty,Địa chỉ,Số cuối năm,Số đầu năm,Số cuối năm,Số đầu năm,,,,,
+ Công ty CP Phú Hùng Phú Quốc,Tên công ty > + Công ty CP Phú Hùng Phú Quốc,+ Công ty CP Phú Hùng Phú Quốc,"81 Hùng Vương, TT Dương Đông, Phú Quốc, Kiên Giang",99%,99%,"99,00%","99,00%",,0.99,0.99,0.99,0.99
+ Công ty CP Đầu Tư Tài Chính & Truyền Thông Quốc Tế,Tên công ty > + Công ty CP Đầu Tư Tài Chính & Truyền Thông Quốc Tế,+ Công ty CP Đầu Tư Tài Chính & Truyền Thông Quốc Tế,"326 Hùng Vương, P.Mỹ Long, Tp.Long Xuyên, An Giang","63,94%",,"63,94%",,,0.6394,,0.6394,
+ Công ty CP Du Lịch An Giang,Tên công ty > + Công ty CP Du Lịch An Giang,+ Công ty CP Du Lịch An Giang,"Số 80E Trần Hưng Đạo, P.Mỹ Xuyên, Tp.Long Xuyên, An Giang","67,09%",,"67,09%",,,0.6709,,0.6709,
