row_label_raw,row_label_full,Tên công ty,Địa chỉ,Tỷ lệ lợi ích,Tỷ lệ lợi ích_1,Tỷ lệ quyền biểu quyết,Tỷ lệ quyền biểu quyết_1,numeric__Địa chỉ,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ lợi ích_1,numeric__Tỷ lệ quyền biểu quyết,numeric__Tỷ lệ quyền biểu quyết_1
Tên công ty,Tên công ty,Tên công ty,Địa chỉ,Số cuối năm,Số đầu năm,Số cuối năm,Số đầu năm,,,,,
+ Công ty TNHH Dũng Thịnh Phát,Tên công ty > + Công ty TNHH Dũng Thịnh Phát,+ Công ty TNHH Dũng Thịnh Phát,"09 Nguyễn Kim, P12, Q5, TP.HCM","66,00%","66,00%","66,00%","66,00%",,0.66,0.66,0.66,0.66
+ Công ty CP Du Lịch Đồng Tháp,Tên công ty > + Công ty CP Du Lịch Đồng Tháp,+ Công ty CP Du Lịch Đồng Tháp,"06 Đỗ Công Tường, P2, TP Cao Lãnh, Đồng Tháp","81,36%","81,36%","81,36%","81,36%",,0.8136,0.8136,0.8136,0.8136
