row_label_raw,row_label_full,col_0,2015triệu VND,2014triệu VND,numeric__2015triệu VND,numeric__2014triệu VND
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,189.988,440.321,189988.0,440321.0
Dịch vụ thanh toán,Dịch vụ thanh toán,Dịch vụ thanh toán,94.129,100.784,94129.0,100784.0
Hoạt động ngân quỹ,Hoạt động ngân quỹ,Hoạt động ngân quỹ,15.771,10.521,15771.0,10521.0
Dịch vụ đại lý,Dịch vụ đại lý,Dịch vụ đại lý,3.092,2.777,3092.0,2777.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,76.996,326.239,76996.0,326239.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(92.550),(86.722),-92550.0,-86722.0
Dịch vụ thanh toán,Dịch vụ thanh toán,Dịch vụ thanh toán,(20.210),(21.753),-20210.0,-21753.0
Hoạt động ngân quỹ,Hoạt động ngân quỹ,Hoạt động ngân quỹ,(10.879),(12.178),-10879.0,-12178.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,(61.461),(52.791),-61461.0,-52791.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,97.438,353.599,97438.0,353599.0
