row_label_raw,row_label_full,Kinh doanh,Giữ đếnngày đáohan,Cho vay vàphải thu,Sẵn sàngđể bán,Hạch toántheo giá trịphân bổ,Tổng cộnggiá trị ghi sổ,Giá trịhợp lý (*),numeric__Giữ đếnngày đáohan,numeric__Cho vay vàphải thu,numeric__Sẵn sàngđể bán,numeric__Hạch toántheo giá trịphân bổ,numeric__Tổng cộnggiá trị ghi sổ,numeric__Giá trịhợp lý (*)
1.917.860,1.917.860,1.917.860,-,-,-,,1.917.860,1.917.860,,,,,1917860.0,1917860.0
4.362.518,4.362.518,4.362.518,-,-,-,,4.362.518,4.362.518,,,,,4362518.0,4362518.0
-,-,-,-,23.230.227,-,6.568.619,29.798.846,(*),,23230227.0,,6568619.0,29798846.0,
70.927,70.927,70.927,-,-,-,-,70.927,(*),,,,,70927.0,
-,-,-,-,131.427.193,-,-,131.427.193,(*),,131427193.0,,,131427193.0,
-,-,-,-,-,7.479.883,-,7.479.883,(*),,,7479883.0,,7479883.0,
-,-,-,10.399.493,-,-,-,10.399.493,(*),10399493.0,,,,10399493.0,
-,-,-,1.926.958,2.331.392,313.397,28.319,4.600.066,(*),1926958.0,2331392.0,313397.0,28319.0,4600066.0,
6.351.305,6.351.305,6.351.305,12.326.451,156.988.812,7.793.280,6.596.938,190.056.786,(*),12326451.0,156988812.0,7793280.0,6596938.0,190056786.0,
-,-,-,-,-,-,4.224.915,4.224.915,(*),,,,4224915.0,4224915.0,
-,-,-,-,-,-,28.145.783,28.145.783,(*),,,,28145783.0,28145783.0,
-,-,-,-,-,-,148.828.876,148.828.876,(*),,,,148828876.0,148828876.0,
-,-,-,-,-,-,100.011,100.011,(*),,,,100011.0,100011.0,
-,-,-,-,-,-,414.632,414.632,(*),,,,414632.0,414632.0,
-,-,-,-,-,-,8.259.448,8.259.448,(*),,,,8259448.0,8259448.0,
-,-,-,-,-,-,10.461,10.461,(*),,,,10461.0,10461.0,
-,-,-,-,-,-,189.984.126,189.984.126,(*),,,,189984126.0,189984126.0,
