row_label_raw,row_label_full,col_0,Tăng/ giảm điểm cơ bản,Ảnh hưởng đến,Ảnh hưởng đến_1,numeric__Tăng/ giảm điểm cơ bản,numeric__Ảnh hưởng đến,numeric__Ảnh hưởng đến_1
,,,Tăng/ giảm điểm cơ bản,Lợi nhuận trước thuế triệu VND,Vốn chủ sở hữu triệu VND,,,
VND quy đổi,VND quy đổi,VND quy đổi,10,(4.863),(3.793),10.0,-4863.0,-3793.0
VND quy đổi,VND quy đổi,VND quy đổi,(10),4.863,3.793,-10.0,4863.0,3793.0
