row_label_raw,row_label_full,col_0,Quyền sử dụng đất triệu VND,Phần mềm máy tính triệu VND,TSCĐ vô hình khác triệu VND,Tổng cộng triệu VND,numeric__Quyền sử dụng đất triệu VND,numeric__Phần mềm máy tính triệu VND,numeric__TSCĐ vô hình khác triệu VND,numeric__Tổng cộng triệu VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,3.629.594,198.494,37.608,3.865.696,3629594.0,198494.0,37608.0,3865696.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,-,15.455,-,15.455,,15455.0,,15455.0
"Thanh lý, nhượng bán","Nguyên giá > Thanh lý, nhượng bán","Thanh lý, nhượng bán",-,(34.927),(2.115),(37.042),,-34927.0,-2115.0,-37042.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,3.629.594,179.022,35.493,3.844.109,3629594.0,179022.0,35493.0,3844109.0
Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,,,,
Số dư đầu năm,Giá trị hao mòn luỹ kế > Số dư đầu năm,Số dư đầu năm,5.174,103.539,11.398,120.111,5174.0,103539.0,11398.0,120111.0
Khấu hao trong năm,Giá trị hao mòn luỹ kế > Khấu hao trong năm,Khấu hao trong năm,158,28.933,4.306,33.397,158.0,28933.0,4306.0,33397.0
"Thanh lý, nhượng bán","Giá trị hao mòn luỹ kế > Thanh lý, nhượng bán","Thanh lý, nhượng bán",-,(29.129),(2.114),(31.243),,-29129.0,-2114.0,-31243.0
Số dư cuối năm,Giá trị hao mòn luỹ kế > Số dư cuối năm,Số dư cuối năm,5.332,103.343,13.590,122.265,5332.0,103343.0,13590.0,122265.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Tại ngày 1 tháng 1 năm 2014,Giá trị còn lại > Tại ngày 1 tháng 1 năm 2014,Tại ngày 1 tháng 1 năm 2014,3.624.420,94.955,26.210,3.745.585,3624420.0,94955.0,26210.0,3745585.0
Tại ngày 31 tháng 12 năm 2014,Giá trị còn lại > Tại ngày 31 tháng 12 năm 2014,Tại ngày 31 tháng 12 năm 2014,3.624.262,75.679,21.903,3.721.844,3624262.0,75679.0,21903.0,3721844.0
