row_label_raw,row_label_full,col_0,31/12/2015triệu VND,31/12/2014triệu VND,numeric__31/12/2015triệu VND,numeric__31/12/2014triệu VND
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,23.722,7.828,23722.0,7828.0
Các khoản phải trả công nhân viên,Các khoản phải trả công nhân viên,Các khoản phải trả công nhân viên,2.956,1.186,2956.0,1186.0
Quỹ khen thưởng phúc lợi,Quỹ khen thưởng phúc lợi,Quỹ khen thưởng phúc lợi,13.680,413,13680.0,413.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,7.086,6.229,7086.0,6229.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,395.437,556.972,395437.0,556972.0
"Các khoản phải trả về xây dựng cơ bản, mua sắm TSCĐ","Các khoản phải trả về xây dựng cơ bản, mua sắm TSCĐ","Các khoản phải trả về xây dựng cơ bản, mua sắm TSCĐ",280,45,280.0,45.0
Thuế GTGT,Thuế GTGT,Thuế GTGT,1.414,2.544,1414.0,2544.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,63.597,66.820,63597.0,66820.0
Các khoản phải nộp Nhà nước khác,Các khoản phải nộp Nhà nước khác,Các khoản phải nộp Nhà nước khác,14.531,36.280,14531.0,36280.0
Các khoản chờ thanh toán,Các khoản chờ thanh toán,Các khoản chờ thanh toán,313.448,450.162,313448.0,450162.0
Phí bảo lãnh trả trước,Phí bảo lãnh trả trước,Phí bảo lãnh trả trước,13,65,13.0,65.0
Phải trả hoạt động mua bán nợ,Phải trả hoạt động mua bán nợ,Phải trả hoạt động mua bán nợ,2.154,1.056,2154.0,1056.0
,,,419.159,564.800,419159.0,564800.0
