row_label_raw,row_label_full,col_0,31/12/2015VND,31/12/2014VND,numeric__31/12/2015VND,numeric__31/12/2014VND
USD,USD,USD,21.890,21.246,21890.0,21246.0
EUR,EUR,EUR,24.583,26.026,24583.0,26026.0
GBP,GBP,GBP,33.339,33.367,33339.0,33367.0
CHF,CHF,CHF,22.726,21.647,22726.0,21647.0
JPY,JPY,JPY,187,179,187.0,179.0
SGD,SGD,SGD,15.908,16.212,15908.0,16212.0
AUD,AUD,AUD,16.428,17.547,16428.0,17547.0
HKD,HKD,HKD,2.901,2.761,2901.0,2761.0
CAD,CAD,CAD,16.231,18.471,16231.0,18471.0
LAK,LAK,LAK,"2,712","2,712",2.712,2.712
THB,THB,THB,623,651,623.0,651.0
