row_label_raw,row_label_full,col_0,31/12/2015triệu VND,%,31/12/2014triệu VND,%_1,numeric__31/12/2015triệu VND,numeric__%,numeric__31/12/2014triệu VND,numeric__%_1
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,5.855.667,"4,46",3.804.855,"3,66",5855667.0,4.46,3804855.0,3.66
Công ty TNHH Nhà nước,Công ty TNHH Nhà nước,Công ty TNHH Nhà nước,10.171.688,"7,74",6.312.735,"6,06",10171688.0,7.74,6312735.0,6.06
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,26.459.450,"20,13",20.958.057,"19,13",26459450.0,20.13,20958057.0,19.13
Công ty cổ phần vốn Nhà nước,Công ty cổ phần vốn Nhà nước,Công ty cổ phần vốn Nhà nước,10.991.218,"8,36",6.653.681,"6,39",10991218.0,8.36,6653681.0,6.39
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,51.319.976,"39,05",46.907.729,"46,06",51319976.0,39.05,46907729.0,46.06
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,3.122,"0,00",5.113,"0,00",3122.0,0.0,5113.0,0.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,1.263.687,"0,96",1.374.026,"1,32",1263687.0,0.96,1374026.0,1.32
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,78.411,"0,06",52.077,"0,05",78411.0,0.06,52077.0,0.05
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,42.875,"0,03",61.581,"0,06",42875.0,0.03,61581.0,0.06
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",23.230.822,"17,68",16.732.409,"16,07",23230822.0,17.68,16732409.0,16.07
Thành phần kinh tế khác,Thành phần kinh tế khác,Thành phần kinh tế khác,1.812.513,"1,39",1.089.191,"1,05",1812513.0,1.39,1089191.0,1.05
,,,131.229.429,"99,85",103.951.454,"99,85",131229429.0,99.85,103951454.0,99.85
Các khoản REPO với khách hàng của SHB AMC,Các khoản REPO với khách hàng của SHB AMC,Các khoản REPO với khách hàng của SHB AMC,-,-,1.700,"0,00",,,1700.0,0.0
Các khoản phải thu giao dịch chứng khoán của SHBS,Các khoản phải thu giao dịch chứng khoán của SHBS,Các khoản phải thu giao dịch chứng khoán của SHBS,197.764,"0,15",142.560,"0,15",197764.0,0.15,142560.0,0.15
,,,131.427.193,100,104.095.714,100,131427193.0,100.0,104095714.0,100.0
