row_label_raw,row_label_full,col_0,Số dưđầu năm,Phát sinh trong năm > Phát sinhtăng,Phát sinh trong năm > Phát sinhgiảm,Số dưcuối năm,numeric__Số dưđầu năm,numeric__Phát sinh trong năm > Phát sinhtăng,numeric__Phát sinh trong năm > Phát sinhgiảm,numeric__Số dưcuối năm
Thuế GTGT,Thuế GTGT,Thuế GTGT,2.544,22.867,(23.997),1.414,2544.0,22867.0,-23997.0,1414.0
Thuế TNDN phải nộp năm 2015,Thuế TNDN phải nộp năm 2015,Thuế TNDN phải nộp năm 2015,66.820,221.768,(224.991),63.597,66820.0,221768.0,-224991.0,63597.0
Tạm ứng nộp thuế TNDN,Tạm ứng nộp thuế TNDN,Tạm ứng nộp thuế TNDN,(130),(229),130,(229),-130.0,-229.0,130.0,-229.0
Thuế TNDN hoãn lại phải trả củachi nhánh Campuchia,Thuế TNDN hoãn lại phải trả củachi nhánh Campuchia,Thuế TNDN hoãn lại phải trả củachi nhánh Campuchia,461,-,(461),-,461.0,,-461.0,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,35.819,86.102,(107.390),14.531,35819.0,86102.0,-107390.0,14531.0
,,,105.514,330.508,(356.709),79.313,105514.0,330508.0,-356709.0,79313.0
