row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2015,Tài sân triệu VND > Tại ngày 31 tháng 12 năm 2015,Nợ phải trả triệu VND > Tại ngày 31 tháng 12 năm 2015,Giá trị ròng triệu VND > Tại ngày 31 tháng 12 năm 2015,numeric__Tài sân triệu VND > Tại ngày 31 tháng 12 năm 2015,numeric__Nợ phải trả triệu VND > Tại ngày 31 tháng 12 năm 2015,numeric__Giá trị ròng triệu VND > Tại ngày 31 tháng 12 năm 2015
Công cụ TC phải sinh tiền tệ,Công cụ TC phải sinh tiền tệ,Công cụ TC phải sinh tiền tệ,-,(100.011),(100.011),,-100011.0,-100011.0
Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,-,(8.028),(8.028),,-8028.0,-8028.0
Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,-,(91.983),(91.983),,-91983.0,-91983.0
Tại ngày 31 tháng 12 năm 2014,Tại ngày 31 tháng 12 năm 2014,Tại ngày 31 tháng 12 năm 2014,Tại ngày 31 tháng 12 năm 2014,Tại ngày 31 tháng 12 năm 2014,Tại ngày 31 tháng 12 năm 2014,,,
Công cụ TC phải sinh tiền tệ,Tại ngày 31 tháng 12 năm 2014 > Công cụ TC phải sinh tiền tệ,Công cụ TC phải sinh tiền tệ,18.611,-,18.611,18611.0,,18611.0
Giao dịch kỳ hạn tiền tệ,Tại ngày 31 tháng 12 năm 2014 > Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,5.160,-,5.160,5160.0,,5160.0
Giao dịch hoán đổi kỳ hạn,Tại ngày 31 tháng 12 năm 2014 > Giao dịch hoán đổi kỳ hạn,Giao dịch hoán đổi kỳ hạn,13.451,-,13.451,13451.0,,13451.0
