row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2015 triệu VND,31/12/2014 triệu VND,numeric__Thuyết minh,numeric__31/12/2015 triệu VND,numeric__31/12/2014 triệu VND
Dự phòng rủi ro cho vay khách hàng,TÀI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,12,(1.421.386),(1.047.248),12.0,-1421386.0,-1047248.0
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,13,17.316.651,13.471.098,13.0,17316651.0,13471098.0
Chứng khoán đầu tư sẵn sàng để bán,TÀI SẢN > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,,7.479.883,5.794.806,,7479883.0,5794806.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,TÀI SẢN > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,,10.399.493,8.043.327,,10399493.0,8043327.0
Dự phòng rủi ro chứng khoán đầu tư,TÀI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,,(562.725),(367.035),,-562725.0,-367035.0
"Góp vốn, đầu tư dài hạn","TÀI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",14,303.409,321.032,14.0,303409.0,321032.0
Đầu tư dài hạn khác,TÀI SẢN > Đầu tư dài hạn khác,Đầu tư dài hạn khác,,313.397,341.590,,313397.0,341590.0
Dự phòng giảm giá đầu tư dài hạn,TÀI SẢN > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,,(9.988),(20.558),,-9988.0,-20558.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,15,4.056.266,4.105.750,15.0,4056266.0,4105750.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,15.1,361.018,383.906,151.0,361018.0,383906.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,813.363,778.362,,813363.0,778362.0
Khẩu hao tài sản cố định,TÀI SẢN > Khẩu hao tài sản cố định,Khẩu hao tài sản cố định,,(452.345),(394.456),,-452345.0,-394456.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,15.2,3.695.248,3.721.844,152.0,3695248.0,3721844.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,3.848.511,3.844.109,,3848511.0,3844109.0
Hao mòn tài sản cố định,TÀI SẢN > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(153.263),(122.265),,-153263.0,-122265.0
Bất động sản đầu tư,TÀI SẢN > Bất động sản đầu tư,Bất động sản đầu tư,16,16.955,17.095,16.0,16955.0,17095.0
Nguyên giá bất động sản đầu tư,TÀI SẢN > Nguyên giá bất động sản đầu tư,Nguyên giá bất động sản đầu tư,,17.401,17.401,,17401.0,17401.0
Hao mòn bất động sản đầu tư,TÀI SẢN > Hao mòn bất động sản đầu tư,Hao mòn bất động sản đầu tư,,(446),(306),,-446.0,-306.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,17,16.876.587,14.382.821,17.0,16876587.0,14382821.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,,1.950.668,1.574.121,,1950668.0,1574121.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",,8.872.126,6.921.697,,8872126.0,6921697.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,,6.124.385,5.939.000,,6124385.0,5939000.0
Dự phòng rủi ro cho các tài sản Có nội bằng khác,TÀI SẢN > Dự phòng rủi ro cho các tài sản Có nội bằng khác,Dự phòng rủi ro cho các tài sản Có nội bằng khác,,(70.592),(51.997),,-70592.0,-51997.0
TỔNG TÀI SẢN,TÀI SẢN > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,204.704.140,169.035.546,,204704140.0,169035546.0
