row_label_raw,row_label_full,col_0,2015triệu VND,2014triệu VND,numeric__2015triệu VND,numeric__2014triệu VND
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",28.389,25.548,28389.0,25548.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,1.217.053,882.755,1217053.0,882755.0
Chi lương và phụ cấp,Chi lương và phụ cấp,Chi lương và phụ cấp,1.098.820,773.002,1098820.0,773002.0
"Chi ăn ca, y tế","Chi ăn ca, y tế","Chi ăn ca, y tế",39.756,41.246,39756.0,41246.0
Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,68.511,50.389,68511.0,50389.0
Chi phí nhân viên khác,Chi phí nhân viên khác,Chi phí nhân viên khác,9.966,18.118,9966.0,18118.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,381.651,344.054,381651.0,344054.0
Trong đó:- Khấu hao tài sản cố định,Trong đó:- Khấu hao tài sản cố định,Trong đó:- Khấu hao tài sản cố định,120.727,118.397,120727.0,118397.0
Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,331.000,283.569,331000.0,283569.0
Trong đó:- Công tác phí,Trong đó:- Công tác phí,Trong đó:- Công tác phí,16.625,18.098,16625.0,18098.0
- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,828,380,828.0,380.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của KH","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của KH","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của KH",101.789,70.974,101789.0,70974.0
Chi phí dự phòng giảm giá đầu tư dài hạn khác,Chi phí dự phòng giảm giá đầu tư dài hạn khác,Chi phí dự phòng giảm giá đầu tư dài hạn khác,157,578,157.0,578.0
Chi dự phòng rủi ro khác,Chi dự phòng rủi ro khác,Chi dự phòng rủi ro khác,18.601,16.875,18601.0,16875.0
,,,2.078.640,1.624.353,2078640.0,1624353.0
