row_label_raw,row_label_full,col_0,31 tháng 12 năm 2015 > Giá trị ghi số triệu VND,31 tháng 12 năm 2015 > Nghĩa vụ có liên quan triệu VND,31 tháng 12 năm 2014 > Giá trị ghi số triệu VND,31 tháng 12 năm 2014 > Nghĩa vụ có liên quan triệu VND,numeric__31 tháng 12 năm 2015 > Giá trị ghi số triệu VND,numeric__31 tháng 12 năm 2015 > Nghĩa vụ có liên quan triệu VND,numeric__31 tháng 12 năm 2014 > Giá trị ghi số triệu VND,numeric__31 tháng 12 năm 2014 > Nghĩa vụ có liên quan triệu VND
Tín phiếu Kho bạc Nhà nước,Tín phiếu Kho bạc Nhà nước,Tín phiếu Kho bạc Nhà nước,1.682.605,1.682.605,-,-,1682605.0,1682605.0,,
Trái phiếu Chính phủ,Trái phiếu Chính phủ,Trái phiếu Chính phủ,1.878.979,1.878.979,712.857,517.502,1878979.0,1878979.0,712857.0,517502.0
Trái phiếu đỏ thị,Trái phiếu đỏ thị,Trái phiếu đỏ thị,550.000,550.000,-,-,550000.0,550000.0,,
Trái phiếu do các tổ chức kinh tế trong nước phát hành,Trái phiếu do các tổ chức kinh tế trong nước phát hành,Trái phiếu do các tổ chức kinh tế trong nước phát hành,200.000,200.000,-,-,200000.0,200000.0,,
,,,4.311.584,4.311.584,712.857,517.502,4311584.0,4311584.0,712857.0,517502.0
