row_label_raw,row_label_full,col_0,Dự phòng cụ thể triệu VND,Dự phòng chung triệu VND,Tổng cộng triệu VND,numeric__Dự phòng cụ thể triệu VND,numeric__Dự phòng chung triệu VND,numeric__Tổng cộng triệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,2.906,30.644,33.550,2906.0,30644.0,33550.0
Dự phòng rủi ro trích lập/(hoàn nhập) trong năm,Dự phòng rủi ro trích lập/(hoàn nhập) trong năm,Dự phòng rủi ro trích lập/(hoàn nhập) trong năm,(2.455),14.630,12.175,-2455.0,14630.0,12175.0
Chênh lệch tỷ giá,Chênh lệch tỷ giá,Chênh lệch tỷ giá,-,1.018,1.018,,1018.0,1018.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,451,46.292,46.743,451.0,46292.0,46743.0
