row_label_raw,row_label_full,col_0,Dự phòng cụ thể triệu VND,Dự phòng chung triệu VND,Tổng cộng triệu VND,numeric__Dự phòng cụ thể triệu VND,numeric__Dự phòng chung triệu VND,numeric__Tổng cộng triệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,396,26.462,26.857,396.0,26462.0,26857.0
Dự phòng rủi ro trích lập trong năm,Dự phòng rủi ro trích lập trong năm,Dự phòng rủi ro trích lập trong năm,2.510,3.917,6.427,2510.0,3917.0,6427.0
Chênh lệch tỷ giá,Chênh lệch tỷ giá,Chênh lệch tỷ giá,-,266,266,,266.0,266.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,2.906,30.644,33.550,2906.0,30644.0,33550.0
