row_label_raw,row_label_full,Các giao dịch,Phải thu triệu VND,Phải trả triệu VND,numeric__Phải thu triệu VND,numeric__Phải trả triệu VND
Cho vay,Cho vay,Cho vay,2.242.072,-,2242072.0,
Ủy thác đầu tư,Ủy thác đầu tư,Ủy thác đầu tư,651,-,651.0,
Đầu tư vào các bên liên quan,Đầu tư vào các bên liên quan,Đầu tư vào các bên liên quan,102.700,-,102700.0,
"Lãi phải thu từ cho vay, UĐT, đầu tư trái phiếu","Lãi phải thu từ cho vay, UĐT, đầu tư trái phiếu","Lãi phải thu từ cho vay, UĐT, đầu tư trái phiếu",850.551,-,850551.0,
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,-,811.795,,811795.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,-,1.613.122,,1613122.0
Vốn góp của các bên liên quan,Vốn góp của các bên liên quan,Vốn góp của các bên liên quan,-,1.351.002,,1351002.0
