row_label_raw,row_label_full,Quá hạn,Không bị ảnh hưởng do định lại lãi suất,Thay đổi lãi suất trong khoảng thời gian,Thay đổi lãi suất trong khoảng thời gian_1,Thay đổi lãi suất trong khoảng thời gian_2,Thay đổi lãi suất trong khoảng thời gian_3,Thay đổi lãi suất trong khoảng thời gian_4,Thay đổi lãi suất trong khoảng thời gian_5,Tổng,numeric__Không bị ảnh hưởng do định lại lãi suất,numeric__Thay đổi lãi suất trong khoảng thời gian,numeric__Thay đổi lãi suất trong khoảng thời gian_1,numeric__Thay đổi lãi suất trong khoảng thời gian_2,numeric__Thay đổi lãi suất trong khoảng thời gian_3,numeric__Thay đổi lãi suất trong khoảng thời gian_4,numeric__Thay đổi lãi suất trong khoảng thời gian_5,numeric__Tổng
Quá hạn,Quá hạn,Quá hạn,Không bị ảnh hưởng do định lại lãi suất,Đến 1 tháng,Từ 1 - 3 tháng,Từ 3 - 6 tháng,Từ 6 - 12 tháng,Từ 1 - 5 năm,Trên 5 năm,Tổng,,,,,,,,
-,Quá hạn > -,-,1.917.860,-,-,-,-,-,-,1.917.860,1917860.0,,,,,,,1917860.0
-,Quá hạn > -,-,4.362.518,-,-,-,-,-,-,4.362.518,4362518.0,,,,,,,4362518.0
5.137,Quá hạn > 5.137,5.137,-,23.027.209,5.673.500,1.093.000,-,-,-,29.798.846,,23027209.0,5673500.0,1093000.0,,,,29798846.0
-,Quá hạn > -,-,70.927,-,-,-,-,-,-,70.927,70927.0,,,,,,,70927.0
4.186.759,Quá hạn > 4.186.759,4.186.759,-,40.891.753,66.516.558,14.226.782,2.086.569,3.289.772,229.000,131.427.193,,40891753.0,66516558.0,14226782.0,2086569.0,3289772.0,229000.0,131427193.0
-,Quá hạn > -,-,7.047.986,200.428,1.392.520,831.835,1.369.300,4.500.344,2.536.963,17.879.376,7047986.0,200428.0,1392520.0,831835.0,1369300.0,4500344.0,2536963.0,17879376.0
-,Quá hạn > -,-,313.397,-,-,-,-,-,-,313.397,313397.0,,,,,,,313397.0
-,Quá hạn > -,-,4.056.266,-,-,-,-,-,-,4.056.266,4056266.0,,,,,,,4056266.0
1.048.584,Quá hạn > 1.048.584,1.048.584,15.898.595,-,-,-,-,-,-,16.947.179,15898595.0,,,,,,,16947179.0
5.240.480,Quá hạn > 5.240.480,5.240.480,33.667.549,64.119.390,73.582.578,16.151.617,3.455.869,7.790.116,2.765.963,206.773.562,33667549.0,64119390.0,73582578.0,16151617.0,3455869.0,7790116.0,2765963.0,206773562.0
-,Quá hạn > -,-,-,23.074.792,8.730.087,515.000,44.071,1.998,4.750,32.370.698,,23074792.0,8730087.0,515000.0,44071.0,1998.0,4750.0,32370698.0
-,Quá hạn > -,-,-,54.966.012,32.387.676,31.919.053,25.205.754,4.348.147,2.234,148.828.876,,54966012.0,32387676.0,31919053.0,25205754.0,4348147.0,2234.0,148828876.0
-,Quá hạn > -,-,100.011,-,-,-,-,-,-,100.011,100011.0,,,,,,,100011.0
-,Quá hạn > -,-,-,6.091,12.054,384.146,-,12.341,-,414.632,,6091.0,12054.0,384146.0,,12341.0,,414632.0
-,Quá hạn > -,-,-,31.200,1.679.600,473.693,3.879.942,1.195.013,1.000.000,8.259.448,,31200.0,1679600.0,473693.0,3879942.0,1195013.0,1000000.0,8259448.0
-,Quá hạn > -,-,3.472.713,-,-,-,-,-,-,3.472.713,3472713.0,,,,,,,3472713.0
-,Quá hạn > -,-,3.572.724,78.078.095,42.809.417,33.291.892,29.129.767,5.557.499,1.006.984,193.446.378,3572724.0,78078095.0,42809417.0,33291892.0,29129767.0,5557499.0,1006984.0,193446378.0
5.240.480,Quá hạn > 5.240.480,5.240.480,30.094.825,(13.958.705),30.773.161,(17.140.275),(25.673.898),2.232.617,1.758.979,13.327.184,30094825.0,-13958705.0,30773161.0,-17140275.0,-25673898.0,2232617.0,1758979.0,13327184.0
