row_label_raw,row_label_full,col_0,Quá hạn,Không chịu rủi ro lãi suất do định giá lại,Kỳ thay đổi lãi suất,Kỳ thay đổi lãi suất_1,Kỳ thay đổi lãi suất_2,Kỳ thay đổi lãi suất_3,Kỳ thay đổi lãi suất_4,Kỳ thay đổi lãi suất_5,Tổng,numeric__Quá hạn,numeric__Không chịu rủi ro lãi suất do định giá lại,numeric__Kỳ thay đổi lãi suất,numeric__Kỳ thay đổi lãi suất_1,numeric__Kỳ thay đổi lãi suất_2,numeric__Kỳ thay đổi lãi suất_3,numeric__Kỳ thay đổi lãi suất_4,numeric__Kỳ thay đổi lãi suất_5,numeric__Tổng
,,,Quá hạn,Không chịu rủi ro lãi suất do định giá lại,Đến 1 tháng,Từ 1-3 tháng,Từ 3-6 tháng,Từ 6-12 tháng,Từ 1-5 năm,Trên 5 năm,Tổng,,,,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tài sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,13.745.228,-,-,-,-,-,-,13.745.228,,13745228.0,,,,,,,13745228.0
Tiền gửi tại Ngân hàng Trung ương,Tài sản > Tiền gửi tại Ngân hàng Trung ương,Tiền gửi tại Ngân hàng Trung ương,-,111.296.618,121.830,-,-,-,-,-,111.418.448,,111296618.0,121830.0,,,,,,111418448.0
Tiền gửi và cho vay các TCTD khác (*),Tài sản > Tiền gửi và cho vay các TCTD khác (*),Tiền gửi và cho vay các TCTD khác (*),1.043,1.466.360,202.624.544,11.534.087,4.231.655,1.343.444,61.659,-,221.262.792,1043.0,1466360.0,202624544.0,11534087.0,4231655.0,1343444.0,61659.0,,221262792.0
Chứng khoán kinh doanh (*),Tài sản > Chứng khoán kinh doanh (*),Chứng khoán kinh doanh (*),-,1.676.522,5.147,20.409,15.311,31.132,-,-,1.748.521,,1676522.0,5147.0,20409.0,15311.0,31132.0,,,1748521.0
Công cụ tài chính và tài sản tài chính phải sinh khác,Tài sản > Công cụ tài chính và tài sản tài chính phải sinh khác,Công cụ tài chính và tài sản tài chính phải sinh khác,-,-,667.924,265.728,49.717,55.690,(845),-,1.038.214,,,667924.0,265728.0,49717.0,55690.0,-845.0,,1038214.0
Cho vay khách hàng và trái phiếu doanh nghiệp chưa niêm yết (*),Tài sản > Cho vay khách hàng và trái phiếu doanh nghiệp chưa niêm yết (*),Cho vay khách hàng và trái phiếu doanh nghiệp chưa niêm yết (*),16.368.615,888.742,364.383.388,521.007.105,424.935.662,163.476.535,34.863.842,9.075.094,1.534.998.983,16368615.0,888742.0,364383388.0,521007105.0,424935662.0,163476535.0,34863842.0,9075094.0,1534998983.0
Chứng khoán đầu tư (không bao gồm trái phiếu doanh nghiệp chưa niêm yết) (*),Tài sản > Chứng khoán đầu tư (không bao gồm trái phiếu doanh nghiệp chưa niêm yết) (*),Chứng khoán đầu tư (không bao gồm trái phiếu doanh nghiệp chưa niêm yết) (*),-,4.932.704,3.165.455,15.222.471,19.562.965,22.552.634,83.416.199,74.387.928,223.240.356,,4932704.0,3165455.0,15222471.0,19562965.0,22552634.0,83416199.0,74387928.0,223240356.0
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,3.086.617,-,-,-,-,-,-,3.086.617,,3086617.0,,,,,,,3086617.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,10.534.119,-,-,-,-,-,-,10.534.119,,10534119.0,,,,,,,10534119.0
Tài sản Có khác (*),Tài sản > Tài sản Có khác (*),Tài sản Có khác (*),608.943,38.383.648,-,-,-,-,-,-,38.992.591,608943.0,38383648.0,,,,,,,38992591.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,16.978.601,186.010.558,570.968.288,548.049.800,448.795.310,187.459.435,118.340.855,83.463.022,2.160.065.869,16978601.0,186010558.0,570968288.0,548049800.0,448795310.0,187459435.0,118340855.0,83463022.0,2160065869.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,
Các khoản nợ Chính phủ và Ngân hàng,Nợ phải trả > Các khoản nợ Chính phủ và Ngân hàng,Các khoản nợ Chính phủ và Ngân hàng,-,4.678.475,285.412.261,17.440.397,13.259.616,6.726.586,2.068.831,387.850,329.974.016,,4678475.0,285412261.0,17440397.0,13259616.0,6726586.0,2068831.0,387850.0,329974016.0
"Trung ương, tiền gửi và vay các TCTD khác","Trung ương, tiền gửi và vay các TCTD khác","Trung ương, tiền gửi và vay các TCTD khác",,,,,,,,,,,,,,,,,,
