row_label_raw,row_label_full,Bên liên quan,Số dư,Phải thu,(Phải trả),numeric__Số dư,numeric__Phải thu,numeric__(Phải trả)
,,,,Triệu VND,Triệu VND,,,
Cơ quan quản lý Nhà nước,Cơ quan quản lý Nhà nước,Cơ quan quản lý Nhà nước,Tiền gửi của BIDV tại đại diện chủ sở hữuCác khoản vay của BIDV từ đại diện chủ sở hữu,106.426.309-,-(6.205.292),,,
Bên liên quan của chủ sở hữu (BTC và Kho bạc Nhà nước),Cơ quan quản lý Nhà nước > Bên liên quan của chủ sở hữu (BTC và Kho bạc Nhà nước),Bên liên quan của chủ sở hữu (BTC và Kho bạc Nhà nước),Tiền gửi của bên liên quan của chủ sở hữu tại BIDV,-,(145.504.247),,,-145504247.0
Cổ đông chiến lược,Cơ quan quản lý Nhà nước > Cổ đông chiến lược,Cổ đông chiến lược,Tiền gửi tại BIDV của cổ đông chiến lượcTiền gửi của BIDV tại cổ đông chiến lược,-238.023,(102.050)-,,-238023.0,
Các công ty liên doanh,Cơ quan quản lý Nhà nước > Các công ty liên doanh,Các công ty liên doanh,Tiền gửi của các công ty liên doanhTiền gửi của BIDV tại các công ty liên doanh,-4.903.521,(5.050.415)-,,-4903521.0,
Các công ty liên kết,Cơ quan quản lý Nhà nước > Các công ty liên kết,Các công ty liên kết,Tiền gửi tại BIDV của các công ty liên kếtTiền vay từ BIDV của các công ty liên kết,-328.296,(612.349)-,,-328296.0,
