row_label_raw,row_label_full,col_0,Nguyên giá/Giá trị hợp lýkhi ghi nhậnban đầu,Giá trịkhấu haolũy kế,Giá trị còn lại,numeric__Nguyên giá/Giá trị hợp lýkhi ghi nhậnban đầu,numeric__Giá trịkhấu haolũy kế,numeric__Giá trị còn lại
,,,Triệu VND,Triệu VND,Triệu VND,,,
TSCĐ vô hình có giá trị lớn trong tổngtài sản,TSCĐ vô hình có giá trị lớn trong tổngtài sản,TSCĐ vô hình có giá trị lớn trong tổngtài sản,5.174.554,1.499.841,3.674.713,5174554.0,1499841.0,3674713.0
Nguyên giá của TSCĐ vô hình đã khấuhao hết nhưng vẫn còn sử dụng,Nguyên giá của TSCĐ vô hình đã khấuhao hết nhưng vẫn còn sử dụng,Nguyên giá của TSCĐ vô hình đã khấuhao hết nhưng vẫn còn sử dụng,1.130.219,1.130.219,-,1130219.0,1130219.0,
Giá trị còn lại của TSCĐ vô hình đangchờ thanh lý,Giá trị còn lại của TSCĐ vô hình đangchờ thanh lý,Giá trị còn lại của TSCĐ vô hình đangchờ thanh lý,74,74,-,74.0,74.0,
