row_label_raw,row_label_full,col_0,Tổng dư nợ cho vay,Tổng tiền gửi,Các cam kết ngoại bằng,CCTC phải sinh (Tổng giá trị giao dịch theo hợp đồng),Kinh doanh và đầu tư chứng khoán (Chênh lệch DN-DC),numeric__Tổng dư nợ cho vay,numeric__Tổng tiền gửi,numeric__Các cam kết ngoại bằng,numeric__CCTC phải sinh (Tổng giá trị giao dịch theo hợp đồng),numeric__Kinh doanh và đầu tư chứng khoán (Chênh lệch DN-DC)
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,
Trong nước,Trong nước,Trong nước,1.517.419.192,1.730.506.221,308.582.378,1.038.214,236.662.621,1517419192.0,1730506221.0,308582378.0,1038214.0,236662621.0
Nước ngoài,Nước ngoài,Nước ngoài,22.598.396,26.627.095,1.724.518,-,1.103.525,22598396.0,26627095.0,1724518.0,,1103525.0
