row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hiện tại,Số cuối năm > Tỷ lệ sở hữu của Ngân hàng,Số đầu năm > Giá gốc,Số đầu năm > Giá trị hiện tại,Số đầu năm > Tỷ lệ sở hữu của Ngân hàng,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hiện tại,numeric__Số cuối năm > Tỷ lệ sở hữu của Ngân hàng,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị hiện tại,numeric__Số đầu năm > Tỷ lệ sở hữu của Ngân hàng
,,,Triệu VND,Triệu VND,%,Triệu VND,Triệu VND,%,,,,,,
Đầu tư vào các tổ chức tín dụng,Đầu tư vào các tổ chức tín dụng,Đầu tư vào các tổ chức tín dụng,Đầu tư vào các tổ chức tín dụng,Đầu tư vào các tổ chức tín dụng,Đầu tư vào các tổ chức tín dụng,Đầu tư vào các tổ chức tín dụng,Đầu tư vào các tổ chức tín dụng,Đầu tư vào các tổ chức tín dụng,,,,,,
"Ngân hàng Liên doanh Việt Nga (""VRB"")","Đầu tư vào các tổ chức tín dụng > Ngân hàng Liên doanh Việt Nga (""VRB"")","Ngân hàng Liên doanh Việt Nga (""VRB"")",1.505.054,1.654.271,"50,00",1.505.054,1.600.737,"50,00",1505054.0,1654271.0,50.0,1505054.0,1600737.0,50.0
Đầu tư vào các tổ chức kinh tế,Đầu tư vào các tổ chức kinh tế,Đầu tư vào các tổ chức kinh tế,Đầu tư vào các tổ chức kinh tế,Đầu tư vào các tổ chức kinh tế,Đầu tư vào các tổ chức kinh tế,Đầu tư vào các tổ chức kinh tế,Đầu tư vào các tổ chức kinh tế,Đầu tư vào các tổ chức kinh tế,,,,,,
"Công ty Liên doanh Tháp BIDV (""BIDV Tower"")","Đầu tư vào các tổ chức kinh tế > Công ty Liên doanh Tháp BIDV (""BIDV Tower"")","Công ty Liên doanh Tháp BIDV (""BIDV Tower"")",115.089,266.190,"55,00",115.089,242.491,"55,00",115089.0,266190.0,55.0,115089.0,242491.0,55.0
"Công ty TNHH Bảo hiểm Nhân thọ BIDV Metlife (""BIDV Metlife"")","Đầu tư vào các tổ chức kinh tế > Công ty TNHH Bảo hiểm Nhân thọ BIDV Metlife (""BIDV Metlife"")","Công ty TNHH Bảo hiểm Nhân thọ BIDV Metlife (""BIDV Metlife"")",451.000,322.756,"37,25",451.000,290.858,"37,25",451000.0,322756.0,37.25,451000.0,290858.0,37.25
,,,2.071.143,2.243.217,,2.071.143,2.134.086,,2071143.0,2243217.0,,2071143.0,2134086.0,
