row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Triệu VND,numeric__Các giao dịch,numeric__Triệu VND
Đại diện chủ sở hữu (NHNN),Đại diện chủ sở hữu (NHNN),Đại diện chủ sở hữu (NHNN),Tăng tiền gửi của BIDV tại đại diện chủ sở hữu(Giảm) các khoản vay của BIDV từ đại diện chủ sở hữu,41.880.981(1.851.089),,
Bên liên quan của chủ sở hữu (BTC và Kho bạc Nhà nước),Đại diện chủ sở hữu (NHNN) > Bên liên quan của chủ sở hữu (BTC và Kho bạc Nhà nước),Bên liên quan của chủ sở hữu (BTC và Kho bạc Nhà nước),Tăng tiền gửi của bên liên quan của chủ sở hữu tại BIDV,129.711.262,,129711262.0
Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Tăng tiền gửi tại BIDV của cổ đông chiến lược(Giảm) tiền gửi của BIDV tại cổ đông chiến lược(Giảm) tiền BIDV phải trả cổ đông chiến lược,21.853(1.343.815)(120.661),,
Các công ty liên doanh,Các công ty liên doanh,Các công ty liên doanh,Tăng tiền gửi tại BIDV của các công ty liên doanhTăng tiền gửi của BIDV tại các công ty liên doanh(Giảm) tiền vay từ BIDV của các công ty liên doanh(Giảm) phải thu các công ty liên doanh,1.464.0041.706.262(21.252)(40.000),,
Các công ty liên kết,Các công ty liên kết,Các công ty liên kết,(Giảm) tiền gửi tại BIDV của các công ty liên kết(Giảm) tiền vay từ BIDV của các công ty liên kết,(41.014)(52.600),,
