row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
100,100,100,A. TÀI SẢN NGĂN HẠN,,27.674.080.297.628,25.684.222.720.417,,,27674080297628.0,25684222720417.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,1.683.149.405.060,2.562.478.285.805,,5.0,1683149405060.0,2562478285805.0
111,111,111,1. Tiền,,1.401.510.923.666,728.220.230.961,,,1401510923666.0,728220230961.0
112,112,112,2. Các khoản tương đương tiền,,281.638.481.394,1.834.258.054.844,,,281638481394.0,1834258054844.0
120,120,120,II. Đầu tư tài chính ngắn hạn,6,2.441.801.461.721,2.015.611.338.385,,6.0,2441801461721.0,2015611338385.0
121,121,121,1. Chứng khoán kinh doanh,6.1,1.862.358.461.369,1.862.358.461.369,,61.0,1862358461369.0,1862358461369.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,6.1,(6.226.144.519),(2.308.273.169),,61.0,-6226144519.0,-2308273169.0
123,123,123,3. Đầu tư nắm giữ đến ngày đáo hạn,6.2,585.669.144.871,155.561.150.185,,62.0,585669144871.0,155561150185.0
130,130,130,III. Các khoản phải thu ngắn hạn,,10.895.901.944.840,9.345.615.937.801,,,10895901944840.0,9345615937801.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,7.1,957.696.732.765,1.927.952.983.605,,71.0,957696732765.0,1927952983605.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7.2,3.564.526.371.175,2.877.319.303.149,,72.0,3564526371175.0,2877319303149.0
135,135,135,3. Phải thu về cho vay ngắn hạn,8,2.762.411.740.790,2.304.099.614.559,,8.0,2762411740790.0,2304099614559.0
136,136,136,4. Phải thu ngắn hạn khác,9,3.654.794.506.950,2.252.661.317.138,,9.0,3654794506950.0,2252661317138.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,7.3,(43.527.406.840),(16.417.280.650),,73.0,-43527406840.0,-16417280650.0
140,140,140,IV. Hàng tồn kho,10,12.330.243.270.680,11.515.237.946.621,,10.0,12330243270680.0,11515237946621.0
141,141,141,1. Hàng tồn kho,,12.330.243.270.680,11.515.237.946.621,,,12330243270680.0,11515237946621.0
150,150,150,V. Tài sản ngắn hạn khác,,322.984.215.327,245.279.211.805,,,322984215327.0,245279211805.0
151,151,151,1. Chi phí trả trước ngắn hạn,11,61.178.577.357,79.145.682.100,,11.0,61178577357.0,79145682100.0
152,152,152,2. Thuế GTGT được khấu trừ,17,207.965.514.065,136.584.272.359,,17.0,207965514065.0,136584272359.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,17,53.764.932.028,29.511.205.731,,17.0,53764932028.0,29511205731.0
155,155,155,4. Tài sản ngắn hạn khác,,75.191.877,38.051.615,,,75191877.0,38051615.0
