row_label_raw,row_label_full,Khách hàng trả trước tiền thuê đất tại khu Công nghiệp Nam Sơn Hạp Lĩnh,Số cuối năm > 313.236.000.000,Đơn vị tính: VND Số đầu năm > -,numeric__Số cuối năm > 313.236.000.000,numeric__Đơn vị tính: VND Số đầu năm > -
Khách hàng trả trước tiền thuê đất tại khu Công nghiệp Tân Phú Trung,Khách hàng trả trước tiền thuê đất tại khu Công nghiệp Tân Phú Trung,Khách hàng trả trước tiền thuê đất tại khu Công nghiệp Tân Phú Trung,298.628.161.075,99.049.791.120,298628161075.0,99049791120.0
Khách hàng ứng trước tiền mua nhà và quyền sử dụng đất Khu đô thị dịch vụ - thương mại và nhà ở công nhân Tràng Duệ,Khách hàng ứng trước tiền mua nhà và quyền sử dụng đất Khu đô thị dịch vụ - thương mại và nhà ở công nhân Tràng Duệ,Khách hàng ứng trước tiền mua nhà và quyền sử dụng đất Khu đô thị dịch vụ - thương mại và nhà ở công nhân Tràng Duệ,143.940.711.473,334.665.332.845,143940711473.0,334665332845.0
Khách hàng ứng trước tiền mua nhà và quyền sử dụng đất Khu đô thị Quang Châu,Khách hàng ứng trước tiền mua nhà và quyền sử dụng đất Khu đô thị Quang Châu,Khách hàng ứng trước tiền mua nhà và quyền sử dụng đất Khu đô thị Quang Châu,57.394.622.400,58.165.141.200,57394622400.0,58165141200.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,64.728.531.092,22.459.282.056,64728531092.0,22459282056.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,877.928.026.040,514.339.547.221,877928026040.0,514339547221.0
