row_label_raw,row_label_full,col_0,Đơn vị tính: VNDGiá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,Đơn vị tính: VNDGiá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm,numeric__Đơn vị tính: VNDGiá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,numeric__Đơn vị tính: VNDGiá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm
Công ty Cổ phần Licogi 13,Công ty Cổ phần Licogi 13,Công ty Cổ phần Licogi 13,131.640.306.937,-,131640306937.0,
Công ty Cổ phần Thương mại Dịch vụ XNK Khoáng sản Bảo Nam,Công ty Cổ phần Thương mại Dịch vụ XNK Khoáng sản Bảo Nam,Công ty Cổ phần Thương mại Dịch vụ XNK Khoáng sản Bảo Nam,90.232.971.550,-,90232971550.0,
Công ty Cổ phần Đầu tư Trường Phát,Công ty Cổ phần Đầu tư Trường Phát,Công ty Cổ phần Đầu tư Trường Phát,59.520.145.667,30.157.248.600,59520145667.0,30157248600.0
Công ty Cổ phần Đầu tư Vạn Lợi Phát,Công ty Cổ phần Đầu tư Vạn Lợi Phát,Công ty Cổ phần Đầu tư Vạn Lợi Phát,17.434.739.907,3.894.688.150,17434739907.0,3894688150.0
Công ty Cổ phần Kinh doanh Bắt động sản HP Land,Công ty Cổ phần Kinh doanh Bắt động sản HP Land,Công ty Cổ phần Kinh doanh Bắt động sản HP Land,13.019.970.115,13.019.970.115,13019970115.0,13019970115.0
Công ty Cổ phần Xây dựng Phục Hưng Holdings,Công ty Cổ phần Xây dựng Phục Hưng Holdings,Công ty Cổ phần Xây dựng Phục Hưng Holdings,4.246.101.400,22.474.163.008,4246101400.0,22474163008.0
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,137.014.174.592,82.667.401.182,137014174592.0,82667401182.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,453.108.410.168,152.213.471.055,453108410168.0,152213471055.0
