row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
300,300,300,C. NỘ PHẢI TRÀ,,17.060.993.904.926,14.432.620.910.944,,,17060993904926.0,14432620910944.0
310,310,310,I. Nợ ngắn hạn,,10.684.165.020.680,6.511.120.826.191,,,10684165020680.0,6511120826191.0
311,311,311,1. Phải trả người bán ngắn hạn,16.1,453.108.410.168,152.213.471.055,,161.0,453108410168.0,152213471055.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,16.2,877.928.026.040,514.339.547.221,,162.0,877928026040.0,514339547221.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,17,145.333.576.572,149.301.926.097,,17.0,145333576572.0,149301926097.0
314,314,314,4. Phải trả người lao động,,105.757.133,9.452.327.919,,,105757133.0,9452327919.0
315,315,315,5. Chi phí phải trả ngắn hạn,18,1.418.514.234.584,1.527.000.062.915,,18.0,1418514234584.0,1527000062915.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,,1.069.455.000,2.303.464.821,,,1069455000.0,2303464821.0
319,319,319,7. Phải trả ngắn hạn khác,19,3.829.774.766.541,2.634.535.163.959,,19.0,3829774766541.0,2634535163959.0
320,320,320,8. Vay ngắn hạn,20,3.951.376.578.333,1.515.095.900.895,,20.0,3951376578333.0,1515095900895.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",,6.954.216.309,6.878.961.309,,,6954216309.0,6878961309.0
330,330,330,II. Nợ dài hạn,,6.376.828.884.246,7.921.500.084.753,,,6376828884246.0,7921500084753.0
333,333,333,1. Chi phí phải trả dài hạn,18,1.760.346.557.414,1.430.816.612.872,,18.0,1760346557414.0,1430816612872.0
336,336,336,2. Doanh thu chưa thực hiện dài hạn,,4.408.865.613,4.536.489.837,,,4408865613.0,4536489837.0
337,337,337,3. Phải trả dài hạn khác,19,18.427.188.430,11.455.085.747,,19.0,18427188430.0,11455085747.0
338,338,338,4. Vay dài hạn,20,3.687.089.342.314,5.539.263.915.459,,20.0,3687089342314.0,5539263915459.0
341,341,341,5. Thuế thu nhập hoãn lại phải trả,29.3,905.604.962.513,934.476.012.876,,293.0,905604962513.0,934476012876.0
342,342,342,6. Dự phòng phải trả dài hạn,,951.967.962,951.967.962,,,951967962.0,951967962.0
