row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
400,400,400,D. VỐN CHỦ SỞ HỮU,,17.845.519.292.086,16.569.221.681.559,,,17845519292086.0,16569221681559.0
410,410,410,I. Vốn chủ sở hữu,,17.845.519.292.086,16.569.221.681.559,,,17845519292086.0,16569221681559.0
411,411,411,1. Vốn cổ phần,21.1,7.676.047.590.000,5.757.111.670.000,,211.0,7676047590000.0,5757111670000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,7.676.047.590.000,5.697.601.890.000,,,7676047590000.0,5697601890000.0
,,,- Cổ phiếu quỹ,,-,59.509.780.000,,,,59509780000.0
412,412,412,2. Thắng dư vốn cổ phần,21.1,2.743.529.570.000,3.397.344.430.000,,211.0,2743529570000.0,3397344430000.0
415,415,415,3. Cổ phiếu quỹ,21.1,-,(364.466.650.000),,211.0,,-364466650000.0
418,418,418,4. Quỹ đầu tư phát triển,21.1,2.223.693.823,2.223.693.823,,211.0,2223693823.0,2223693823.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,21.1,5.646.308.490.449,5.411.370.039.775,,211.0,5646308490449.0,5411370039775.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,4.119.957.410.625,4.316.487.151.605,,,4119957410625.0,4316487151605.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,1.526.351.079.824,1.094.882.888.170,,,1526351079824.0,1094882888170.0
429,429,429,6. Lợi ích cổ đông không kiểm soát,22,1.777.409.947.814,2.365.638.497.961,,22.0,1777409947814.0,2365638497961.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,34.906.513.197.012,31.001.842.592.503,,,34906513197012.0,31001842592503.0
