row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Tiền mặt,Tiền mặt,Tiền mặt,11.502.517.483,22.087.144.056,11502517483.0,22087144056.0
Tiền gửi ngân hàng,Tiền gửi ngân hàng,Tiền gửi ngân hàng,1.390.008.406.183,706.133.086.905,1390008406183.0,706133086905.0
Các khoản tương đương tiền (*),Các khoản tương đương tiền (*),Các khoản tương đương tiền (*),281.638.481.394,1.834.258.054.844,281638481394.0,1834258054844.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.683.149.405.060,2.562.478.285.805,1683149405060.0,2562478285805.0
