row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
Dự án Khu công nghiệp vàKhu đô thị Tràng Cát (i),Dự án Khu công nghiệp vàKhu đô thị Tràng Cát (i),Dự án Khu công nghiệp vàKhu đô thị Tràng Cát (i),7.841.171.755.280,-,7.406.822.608.984,-,7841171755280.0,,7406822608984.0,
Dự án Khu công nghiệpTân Phú Trung,Dự án Khu công nghiệpTân Phú Trung,Dự án Khu công nghiệpTân Phú Trung,1.174.564.856.717,-,1.207.009.640.754,-,1174564856717.0,,1207009640754.0,
Dự án Khu đô thị Phúc Ninh,Dự án Khu đô thị Phúc Ninh,Dự án Khu đô thị Phúc Ninh,1.107.252.456.826,-,1.102.933.602.162,-,1107252456826.0,,1102933602162.0,
Dự án Khu công nghiệpNam Sơn - Hạp Lính,Dự án Khu công nghiệpNam Sơn - Hạp Lính,Dự án Khu công nghiệpNam Sơn - Hạp Lính,1.001.910.372.476,-,813.284.229.517,-,1001910372476.0,,813284229517.0,
Dự án Khu đô thị dịch vụ -thương mại và nhà ở côngnhân Tràng Duệ,Dự án Khu đô thị dịch vụ -thương mại và nhà ở côngnhân Tràng Duệ,Dự án Khu đô thị dịch vụ -thương mại và nhà ở côngnhân Tràng Duệ,355.937.318.898,-,601.108.573.183,-,355937318898.0,,601108573183.0,
Dự án nhà ở xã hội thị trấnNếnh,Dự án nhà ở xã hội thị trấnNếnh,Dự án nhà ở xã hội thị trấnNếnh,348.588.852.980,-,-,-,348588852980.0,,,
Dự án Khu công nghiệp vàđỗ thị Quang Châu,Dự án Khu công nghiệp vàđỗ thị Quang Châu,Dự án Khu công nghiệp vàđỗ thị Quang Châu,306.349.463.041,-,306.217.079.485,-,306349463041.0,,306217079485.0,
Dự án tại Khu Công nghiệpTân Tập,Dự án tại Khu Công nghiệpTân Tập,Dự án tại Khu Công nghiệpTân Tập,128.151.943.154,-,52.926.652.776,-,128151943154.0,,52926652776.0,
Dự án Khu công nghiệpTràng Duệ - giai đoạn 3,Dự án Khu công nghiệpTràng Duệ - giai đoạn 3,Dự án Khu công nghiệpTràng Duệ - giai đoạn 3,10.621.722.148,-,2.847.520.732,-,10621722148.0,,2847520732.0,
Dự án Khu công nghiệpTràng Duệ - giai đoạn 2,Dự án Khu công nghiệpTràng Duệ - giai đoạn 2,Dự án Khu công nghiệpTràng Duệ - giai đoạn 2,3.496.351.527,-,3.634.262.879,-,3496351527.0,,3634262879.0,
Dự án Khu công nghiệpTràng Duệ - giai đoạn 1,Dự án Khu công nghiệpTràng Duệ - giai đoạn 1,Dự án Khu công nghiệpTràng Duệ - giai đoạn 1,2.838.666.068,-,2.953.969.335,-,2838666068.0,,2953969335.0,
Các dự án khác,Các dự án khác,Các dự án khác,49.359.511.565,-,15.499.806.814,-,49359511565.0,,15499806814.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,12.330.243.270.680,-,11.515.237.946.621,-,12330243270680.0,,11515237946621.0,
