row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
200,200,200,B. TÀI SẢN DÀI HẠN,,7.232.432.899.384,5.317.619.872.086,,,7232432899384.0,5317619872086.0
210,210,210,I. Các khoản phải thu dài hạn,,820.573.700.263,1.489.805.463.863,,,820573700263.0,1489805463863.0
215,215,215,1. Phải thu về cho vay dài hạn,8,148.423.703.957,1.061.473.000.000,,8.0,148423703957.0,1061473000000.0
216,216,216,2. Phải thu dài hạn khác,9,672.149.996.306,428.332.463.863,,9.0,672149996306.0,428332463863.0
220,220,220,II. Tài sản cố định,,365.388.358.290,248.553.074.644,,,365388358290.0,248553074644.0
221,221,221,1. Tài sản cố định hữu hình,12,365.333.606.633,248.491.102.971,,12.0,365333606633.0,248491102971.0
222,222,222,Nguyên giá,,722.494.036.438,561.147.793.219,,,722494036438.0,561147793219.0
223,223,223,Giá trị hao mòn lũy kế,,(357.160.429.805),(312.656.690.248),,,-357160429805.0,-312656690248.0
227,227,227,2. Tài sản cố định vô hình,,54.751.657,61.971.673,,,54751657.0,61971673.0
228,228,228,Nguyên giá,,448.175.500,448.175.500,,,448175500.0,448175500.0
229,229,229,Giá trị hao mòn lũy kế,,(393.423.843),(386.203.827),,,-393423843.0,-386203827.0
230,230,230,III. Bất động sản đầu tư,13,167.567.010.562,190.776.437.679,,13.0,167567010562.0,190776437679.0
231,231,231,1. Nguyên giá,,255.584.291.494,255.288.287.858,,,255584291494.0,255288287858.0
232,232,232,2. Giá trị hao mòn lũy kế,,(88.017.280.932),(64.511.850.179),,,-88017280932.0,-64511850179.0
240,240,240,IV. Tài sản dở dang dài hạn,14,1.169.797.985.814,1.074.460.096.465,,14.0,1169797985814.0,1074460096465.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,,1.169.797.985.814,1.074.460.096.465,,,1169797985814.0,1074460096465.0
250,250,250,V. Đầu tư tài chính dài hạn,15,4.697.431.764.453,2.297.769.981.279,,15.0,4697431764453.0,2297769981279.0
252,252,252,"1. Đầu tư vào các công ty liên doanh, liên kết",15.1,4.323.949.729.238,1.882.157.699.429,,151.0,4323949729238.0,1882157699429.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,15.2,399.500.200.000,438.500.200.000,,152.0,399500200000.0,438500200000.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,15.2,(26.018.164.785),(22.887.918.150),,152.0,-26018164785.0,-22887918150.0
260,260,260,VI. Tài sản dài hạn khác,,11.674.080.002,16.254.818.156,,,11674080002.0,16254818156.0
261,261,261,1. Chi phí trả trước dài hạn,11,10.398.267.573,16.254.818.156,,11.0,10398267573.0,16254818156.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,29.3,1.275.812.429,-,,293.0,1275812429.0,
270,270,270,TỔNG CỘNG TÀI SẢN,,34.906.513.197.012,31.001.842.592.503,,,34906513197012.0,31001842592503.0
