row_label_raw,row_label_full,"Phần lãi trong công ty liên doanh, liên kết",13.806.296.572,397.862.550.000,411.668.846.572,numeric__13.806.296.572,numeric__397.862.550.000,numeric__411.668.846.572
Lợi nhuận sau thuế của công ty mẹ,Lợi nhuận sau thuế của công ty mẹ,Lợi nhuận sau thuế của công ty mẹ,782.304.386.110,312.578.502.060,1.094.882.888.170,782304386110.0,312578502060.0,1094882888170.0
Lợi nhuận sau thuế của cổ đông không kiểm soát,Lợi nhuận sau thuế của cổ đông không kiểm soát,Lợi nhuận sau thuế của cổ đông không kiểm soát,171.529.617.720,85.284.047.940,256.813.665.660,171529617720.0,85284047940.0,256813665660.0
