row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Công ty Cổ phần Năng Lượng Sài Gòn- Bình Định,Ngắn hạn > Công ty Cổ phần Năng Lượng Sài Gòn- Bình Định,Công ty Cổ phần Năng Lượng Sài Gòn- Bình Định,390.000.000.000,-,390000000000.0,
Công ty Cổ phần Dịch vụ Kinh Bắc,Ngắn hạn > Công ty Cổ phần Dịch vụ Kinh Bắc,Công ty Cổ phần Dịch vụ Kinh Bắc,507.891.000.000,95.818.000.000,507891000000.0,95818000000.0
Công ty Cổ phần Tư vấn và Đầu tư Kim Hà,Ngắn hạn > Công ty Cổ phần Tư vấn và Đầu tư Kim Hà,Công ty Cổ phần Tư vấn và Đầu tư Kim Hà,210.000.000.000,-,210000000000.0,
Công ty Cổ phần Đầu tư Bất động sản Saigontel,Ngắn hạn > Công ty Cổ phần Đầu tư Bất động sản Saigontel,Công ty Cổ phần Đầu tư Bất động sản Saigontel,130.540.525.890,131.208.219.177,130540525890.0,131208219177.0
Công ty Cổ phần Đầu tư và Phát triển Nhà Máy Điện,Công ty Cổ phần Đầu tư và Phát triển Nhà Máy Điện,Công ty Cổ phần Đầu tư và Phát triển Nhà Máy Điện,Công ty Cổ phần Đầu tư và Phát triển Nhà Máy Điện,Công ty Cổ phần Đầu tư và Phát triển Nhà Máy Điện,,
Sài Gòn- Bình Thuận,Công ty Cổ phần Đầu tư và Phát triển Nhà Máy Điện > Sài Gòn- Bình Thuận,Sài Gòn- Bình Thuận,127.259.178.083,127.259.178.083,127259178083.0,127259178083.0
Tổng Công ty Xây dựng Hà Nội – CTCP,Công ty Cổ phần Đầu tư và Phát triển Nhà Máy Điện > Tổng Công ty Xây dựng Hà Nội – CTCP,Tổng Công ty Xây dựng Hà Nội – CTCP,89.096.568.334,81.564.939.220,89096568334.0,81564939220.0
Công ty Cổ phần Đầu tư Phát triển Bền vững,Công ty Cổ phần Đầu tư Phát triển Bền vững,Công ty Cổ phần Đầu tư Phát triển Bền vững,Công ty Cổ phần Đầu tư Phát triển Bền vững,Công ty Cổ phần Đầu tư Phát triển Bền vững,,
Evergreen Bắc Giang,Công ty Cổ phần Đầu tư Phát triển Bền vững > Evergreen Bắc Giang,Evergreen Bắc Giang,75.400.000.000,75.400.000.000,75400000000.0,75400000000.0
Công ty Cổ phần Đầu tư Sài Gòn – Huế,Công ty Cổ phần Đầu tư Phát triển Bền vững > Công ty Cổ phần Đầu tư Sài Gòn – Huế,Công ty Cổ phần Đầu tư Sài Gòn – Huế,72.800.000.000,72.800.000.000,72800000000.0,72800000000.0
Công ty Cổ phần Du lịch Sài Gòn – Hàm Tân,Công ty Cổ phần Đầu tư Phát triển Bền vững > Công ty Cổ phần Du lịch Sài Gòn – Hàm Tân,Công ty Cổ phần Du lịch Sài Gòn – Hàm Tân,54.052.000.000,54.052.000.000,54052000000.0,54052000000.0
Ông Huỳnh Ngọc Long,Công ty Cổ phần Đầu tư Phát triển Bền vững > Ông Huỳnh Ngọc Long,Ông Huỳnh Ngọc Long,-,300.000.000.000,,300000000000.0
Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc,Công ty Cổ phần Đầu tư Phát triển Bền vững > Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc,Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc,-,134.100.000.000,,134100000000.0
Phải thu về cho vay các công ty khác,Công ty Cổ phần Đầu tư Phát triển Bền vững > Phải thu về cho vay các công ty khác,Phải thu về cho vay các công ty khác,154.323.579.561,59.119.879.563,154323579561.0,59119879563.0
Phải thu cho vay các bên liên quan(Thuyết minh số 30),Công ty Cổ phần Đầu tư Phát triển Bền vững > Phải thu cho vay các bên liên quan(Thuyết minh số 30),Phải thu cho vay các bên liên quan(Thuyết minh số 30),951.048.888.922,1.172.777.398.516,951048888922.0,1172777398516.0
TỔNG CỘNG,Công ty Cổ phần Đầu tư Phát triển Bền vững > TỔNG CỘNG,TỔNG CỘNG,2.762.411.740.790,2.304.099.614.559,2762411740790.0,2304099614559.0
Dự phòng phải thu khác về cho vay khó đòi,Công ty Cổ phần Đầu tư Phát triển Bền vững > Dự phòng phải thu khác về cho vay khó đòi,Dự phòng phải thu khác về cho vay khó đòi,(500.000.000),(500.000.000),-500000000.0,-500000000.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Công ty Cổ phần Dịch vụ Kinh Bắc,Dài hạn > Công ty Cổ phần Dịch vụ Kinh Bắc,Công ty Cổ phần Dịch vụ Kinh Bắc,23.400.000.000,435.473.000.000,23400000000.0,435473000000.0
Các bên khác,Dài hạn > Các bên khác,Các bên khác,300.000.000,1.000.000.000,300000000.0,1000000000.0
Phải thu cho vay các bên liên quan(Thuyết minh số 30),Dài hạn > Phải thu cho vay các bên liên quan(Thuyết minh số 30),Phải thu cho vay các bên liên quan(Thuyết minh số 30),124.723.703.957,625.000.000.000,124723703957.0,625000000000.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,148.423.703.957,1.061.473.000.000,148423703957.0,1061473000000.0
