row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận trước thuế Điều chỉnh cho các khoản:,,1.696.585.085.694,1.761.765.041.603,,,1696585085694.0,1761765041603.0
02,02,02,Khấu hao tài sản cố định hữu hình và bất động sản đầu tư và hao mòn tài sản cố định vô hình,,76.156.349.325,75.692.369.658,,,76156349325.0,75692369658.0
03,03,03,Các khoản dự phòng,,34.158.244.175,6.086.350.800,,,34158244175.0,6086350800.0
05,05,05,Lãi từ hoạt động đầu tư,,(2.527.061.223.118),(581.041.517.433),,,-2527061223118.0,-581041517433.0
06,06,06,Chi phí lãi vay và phát hành trái phiếu,25,580.086.440.952,535.939.120.876,,25.0,580086440952.0,535939120876.0
08,08,08,(Lỗ)/lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,(140.075.102.972),1.798.441.365.504,,,-140075102972.0,1798441365504.0
09,09,09,Tăng các khoản phải thu,,(1.510.937.176.511),(2.079.224.026.029),,,-1510937176511.0,-2079224026029.0
10,10,10,(Tăng)/giảm hàng tồn kho,,(815.005.324.059),337.195.019.142,,,-815005324059.0,337195019142.0
11,11,11,"Tăng/(giảm) các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,1.886.534.707.773,(529.907.612.028),,,1886534707773.0,-529907612028.0
12,12,12,Giảm chi phí trả trước,,23.823.655.326,3.749.012.462,,,23823655326.0,3749012462.0
14,14,14,Tiền lãi vay đã trả,,(489.747.029.912),(440.603.786.324),,,-489747029912.0,-440603786324.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,17,(172.152.495.773),(321.939.769.128),,17.0,-172152495773.0,-321939769128.0
16,16,16,Tiền thu khác từ hoạt động kinh doanh,,-,16.400.000,,,,16400000.0
20,20,20,Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh,,(1.217.558.766.128),(1.232.273.396.401),,,-1217558766128.0,-1232273396401.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chi để mua sắm, xây dựng tài sản cố định (TSCĐ) và các tài sản dài hạn khác",,(274.486.604.790),(240.288.477.551),,,-274486604790.0,-240288477551.0
22,22,22,"Tiền thu do thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,590.909.091,-,,,590909091.0,
23,23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(2.998.289.485.397),(4.196.077.303.624),,,-2998289485397.0,-4196077303624.0
24,24,24,"Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác",,2.949.996.617.187,1.403.533.561.236,,,2949996617187.0,1403533561236.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(665.969.230.000),(305.765.650.879),,,-665969230000.0,-305765650879.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,243.880.217.500,75.000.000.000,,,243880217500.0,75000000000.0
27,27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,221.052.868.860,112.434.316.937,,,221052868860.0,112434316937.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(523.224.707.549),(3.151.163.553.881),,,-523224707549.0,-3151163553881.0
