row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc (i),Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc (i),Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc (i),1.527.466.518.915,1.611.672.251.392,1527466518915.0,1611672251392.0
Công ty Cổ phần Dịch vụ Kinh Bắc (i),Công ty Cổ phần Dịch vụ Kinh Bắc (i),Công ty Cổ phần Dịch vụ Kinh Bắc (i),1.531.154.412.162,1.002.807.872.123,1531154412162.0,1002807872123.0
Trung tâm Phát triển Quý đất và Cụm công nghiệp huyện Việt Yên (ii),Trung tâm Phát triển Quý đất và Cụm công nghiệp huyện Việt Yên (ii),Trung tâm Phát triển Quý đất và Cụm công nghiệp huyện Việt Yên (ii),198.943.021.796,163.495.138.596,198943021796.0,163495138596.0
Công ty Cổ phần Vĩnh Hưng Long An,Công ty Cổ phần Vĩnh Hưng Long An,Công ty Cổ phần Vĩnh Hưng Long An,150.000.000.000,-,150000000000.0,
Công ty Cổ phần TECOTEC Đầu Tư,Công ty Cổ phần TECOTEC Đầu Tư,Công ty Cổ phần TECOTEC Đầu Tư,45.077.419.818,-,45077419818.0,
Công ty Cổ phần Đầu tư Bất động sản Saigontel,Công ty Cổ phần Đầu tư Bất động sản Saigontel,Công ty Cổ phần Đầu tư Bất động sản Saigontel,29.650.000.000,29.650.000.000,29650000000.0,29650000000.0
Ban bồi thường giải phóng mặt bằng huyện Cử Chi,Ban bồi thường giải phóng mặt bằng huyện Cử Chi,Ban bồi thường giải phóng mặt bằng huyện Cử Chi,21.071.084.665,23.008.765.304,21071084665.0,23008765304.0
Các khoản trả trước cho người bán khác,Các khoản trả trước cho người bán khác,Các khoản trả trước cho người bán khác,60.059.618.849,46.685.275.734,60059618849.0,46685275734.0
Các khoản trả trước cho bên liên quan (Thuyết minh số 30),Các khoản trả trước cho bên liên quan (Thuyết minh số 30),Các khoản trả trước cho bên liên quan (Thuyết minh số 30),1.104.294.970,-,1104294970.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,3.564.526.371.175,2.877.319.303.149,3564526371175.0,2877319303149.0
