row_label_raw,row_label_full,Đối tượng,31/12/2015 > Giá gốcVND,31/12/2015 > Giá trị có thể thu hồiVND,31/12/2015 > Thời gian quá hạn,31/12/2014 > Giá gốcVND,31/12/2014 > Giá trị có thể thu hồiVND,31/12/2014 > Thời gian quá hạn,numeric__31/12/2015 > Giá gốcVND,numeric__31/12/2015 > Giá trị có thể thu hồiVND,numeric__31/12/2015 > Thời gian quá hạn,numeric__31/12/2014 > Giá gốcVND,numeric__31/12/2014 > Giá trị có thể thu hồiVND,numeric__31/12/2014 > Thời gian quá hạn
"Phải thu, cho vay khó có khả năng thu hồi","Phải thu, cho vay khó có khả năng thu hồi","Phải thu, cho vay khó có khả năng thu hồi",128.349.827.823,35.148.985.452,,146.833.698.847,49.819.114.292,,128349827823.0,35148985452.0,,146833698847.0,49819114292.0,
Công ty TNHH MTV Thương mại và Dịch vụ Dầu khí Biển,Công ty TNHH MTV Thương mại và Dịch vụ Dầu khí Biển,Công ty TNHH MTV Thương mại và Dịch vụ Dầu khí Biển,1.369.634.083,74.677.473,Trên 3 năm,57.581.468.467,28.710.013.726,Từ 1 năm đến 3 năm,1369634083.0,74677473.0,,57581468467.0,28710013726.0,
Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,50.000.000.000,-,Trên 3 năm,50.000.000.000,-,Trên 3 năm,50000000000.0,,,50000000000.0,,
Công ty TNHH MTV Kinh doanh Dầu khí Việt Hải,Công ty TNHH MTV Kinh doanh Dầu khí Việt Hải,Công ty TNHH MTV Kinh doanh Dầu khí Việt Hải,19.012.415.104,3.892.415.104,Trên 3 năm,19.022.446.935,12.322.446.935,Dưới 2 năm,19012415104.0,3892415104.0,,19022446935.0,12322446935.0,
Công ty TNHH Gốm sứ Mỹ Xuân,Công ty TNHH Gốm sứ Mỹ Xuân,Công ty TNHH Gốm sứ Mỹ Xuân,11.296.297.196,5.648.148.596,Từ 1 năm đến 2 năm,-,-,,11296297196.0,5648148596.0,,,,
Công ty TNHH Gạch men Mỹ Đức,Công ty TNHH Gạch men Mỹ Đức,Công ty TNHH Gạch men Mỹ Đức,18.109.391.538,10.761.148.590,Từ 1 năm đến 2 năm,-,-,,18109391538.0,10761148590.0,,,,
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,28.562.089.902,14.772.595.689,Trên 6 tháng,20.229.783.445,8.786.653.631,Trên 6 tháng,28562089902.0,14772595689.0,,20229783445.0,8786653631.0,
