row_label_raw,row_label_full,col_0,Khấu hao tài sản cố định,Chi phí phải trả và các khoản dự phòng khác,Lợi nhuận chưa thực hiện,Doanh thu chưa thực hiện,Tổng cộng,numeric__Khấu hao tài sản cố định,numeric__Chi phí phải trả và các khoản dự phòng khác,numeric__Lợi nhuận chưa thực hiện,numeric__Doanh thu chưa thực hiện,numeric__Tổng cộng
,,,VND,VND,VND,VND,VND,,,,,
Tại ngày 01/01/2014,Tại ngày 01/01/2014,Tại ngày 01/01/2014,-,5.499.218.456,-,-,5.499.218.456,,5499218456.0,,,5499218456.0
Ghi nhận trong năm,Ghi nhận trong năm,Ghi nhận trong năm,7.645.625.743,11.063.163.852,11.051.998.595,1.975.731.661,31.736.519.851,7645625743.0,11063163852.0,11051998595.0,1975731661.0,31736519851.0
Tại ngày 01/01/2015,Tại ngày 01/01/2015,Tại ngày 01/01/2015,7.645.625.743,16.562.382.308,11.051.998.595,1.975.731.661,37.235.738.307,7645625743.0,16562382308.0,11051998595.0,1975731661.0,37235738307.0
Ghi nhận trong năm,Ghi nhận trong năm,Ghi nhận trong năm,(1.235.875.260),(7.147.962.067),20.144.664.055,(1.975.731.661),9.785.095.067,-1235875260.0,-7147962067.0,20144664055.0,-1975731661.0,9785095067.0
Tại ngày 31/12/2015,Tại ngày 31/12/2015,Tại ngày 31/12/2015,6.409.750.483,9.414.420.241,31.196.662.650,-,47.020.833.374,6409750483.0,9414420241.0,31196662650.0,,47020833374.0
